hviske,file
"Jamen, vi støtter også forslaget, det er positivt, at man med det her forslag indfører flere defensive foranstaltninger over er selskaber og enkeltpersoner, som unddrager sig skat, altså som operærer og tjener penge, for eksempel i Danmark, lever godt på det, men ved hjælp af skattelige unddragere og bidrag til det samfund, som er baggrund, kan man sige, eller på vis skuldre, at man skaber sin succes og sin formue.Skuldre, at man skaber sin succes og sin formue.Det er nogle relativt begrænsede skridt, måske nogle af dem lidt mere symbolsk karakter, og vil jo ikke løse det enorme problem, vi har med skattely, som jo koster vores samfund, og dermed jo alle skatteydere, rigtig, rigtig mange penge hvert eneste år. Det skyldes jo, at dels at man i Danmark har valgt at tilgangspunkte i eues skattelys, som jo er mangelfulde, der er jo notoriske skattelyslande, som ikke er omfattet af den her liste, og som det også har været nævnt før, så det føler også en udfordring af de skattelys, som er i-medlemsstater, som for eksempel Luxembourg og andre, ikke er omfattet, og ikke kan omfattes af denne liste.Det er et problem, fordi vi ved, at meget ofte så anvender man jo ikke skattely direkte, men bruger en mellemstation, som for eksempel Luxembourg, for at kanalisere sine penge ud i skattely, og dermed kan det blive svært at opdage, og dermed sanktionere de selskaber, der gør det her.Den danske regering har ikke været specielt offensiv i de debatter i EU i forhold til at få udvidet den her skattelyliste, og det er et problem.I forhold til at få udvidet den her skattelyliste, og det er et problem, og selv hvis man havde tabt de kampe, så kunne man jo have ladet en mere vidtgående skattelyliste selv, og det harfattelse, der bliver udtryk for herop fra, at, og har gennem tiden har gjort, der er partier og regslog, at det skulle stilles som betingelse, at hvis man skulle modtage hjælpepakker for staten, så var det oplagt, at man ikke samtidig kunne operere skattely.Det var der ikke vilje til dengang, og det var endda på trods af everkommissionen, som sætte opfordrede medlemslandene til at lave de krav i forbindelse med hjælpepakker.Så vi er meget langt fra i mål, men ethvert lille skridt i den rigtige retning er selvfølgelig positivt, og derfor støtter enhedslisten forslag.",Pelle Dragsted_video_41_start_2-43-48
"Hvis man tænker eksempel til enden, herre Mikkel Bjørn, så ville du jo fratage et statsborgerskab fra en person, som havde begået kriminalitet, som var blevet dømt ved danske dommerstole, som man skal. Det er vi ikke modstandere af i elenslisten. Jeg kan forstå, at danske folkepartier har lidt svært ved at læse vores politik, men det lever jeg så fint med. Så ville personen vedkommende være blevet dømt, så havde vedkommende fået frataget sit danske statsborgerskab, hvis det stod til dansk folkeparti, og så ville vedkommende jo sidde på et ruddrejsecenter et andet sted. Hvordan skulle det hjælpe nogen som helst, og hvordan skulle det i øvrigt sikre generelt, at der ikke ville være kriminalitet i Danmark? Det er bare for at sige, hvis det var så nemt, ville der jo ikke være nogen kriminalitet i Danmark.Det er bare for at sige, hvis det var så nemt, ville der jo ikke være nogen kriminalitet i Danmark.Dansk folkeparti har jo haft held med, desværre må jeg sige, at heroes straffene i det her land de sidste tyve år har da stoppet kriminaliteten i det her land, herre Mikkelbjørn, ja eller nej.",Rosa Lund_video_41_start_4-09-55
"Jeg tak.Der var nogle gode intentioner i ministerens tal, og jeg ville gerne hjælpe miljøministeren til at være rigtig miljøminister, og ikke sådan en københavnsk version af smadremanden, hvor et mest muligt genbrugt byggemateriale bliver til vejfyld, som er situationen nu. Altså, vi skal frem til, at der bliver udviklet på det her. Og når ministeren siger, at det er plus, så nu kommer vi frem til et andet autorisation på at lave det her nedbrydningsarbejde.Der er jo meget store forskel på, om man skal nedbryde en femetagers bygning inde i byen med naboer lige ved siden af, eller om man valgte, at man også kunne genbruge byggematerialer fra et parcelhus, hvor der er langt til naboen, og hvor man kan bruge noget mere simpelt materiale.Jeg synes egentlig, at det er nogle af de nemme løsning, men ministeren engang, kan, hvad skal man sige, komme med nye regler, hvorfor ikke fastlægge nu, at der skal laves regler for to hundrede halvtreds kvadratmeters bygninger.",Søren Egge Rasmussen_video_40_start_1-09-48
"Jeg har fået tildelt dansk statsborgerskab, så er man jo dansker, og det er derfor, jeg grundlæggende ikke forstår den forskel, som danske folkepartier lever.Altså, danske statsborgere er danske statsborgere, uanset hvordan man vender at dreje det, og så må jeg da så bare tilføre til danske folkepartier, at det er danske folkepartier, der har haft held med, at det er sålændingepolitiken de sidste tyve år, men det er der ikke.",Rosa Lund_video_41_start_4-14-09
"Jeg har også sat i gang, jeg er blevet kontaktet måske af nogle af de samme gode folk, som har kontaktet ordføreren i forhold til, at der er nogle udfordringer på det område her, og det mener jeg da bestemt, at vi skal kigge på, og man kan vel altid diskutere, hvad en sport er, altså, men så længe vi kvalificerer blandt andet dart og skak og andre ting som sport, så kan jeg heller ikke se på, hvor man ikke skulle kvalificere esport til at gælde under samme kategori.Så det er i gang, men jeg synes også, det er fair nok lige at give lidt tid til, at man kan undersøge, hvad er problemetikken, hvad er det for nogle procedurer, der er gået galt, siden at folk oplever det på den måde her, før vi sådan træffer konklusioner om, hvad der så skal gøres ved det.",Kaare Dybvad Bek_video_41_start_0-55-22
"Jeg mener, at vi alle sammen egentlig kan.Jeg tror, at vi stort set alle sammen har haft nogle relationer til, hvordan folk har haft det i forhold til sygehusevæsenet, i forhold til plejehjemssektoren.Hvis vi er heldige at blive gamle nok, så bliver vi selv omfattede af det, og vi har vel et eller andet sted alle sammen, en forældre, en moster, en fester, en onkel, eller sådan må det være.Så derfor synes jeg, at det gør spor, at man også siger, at jeg kender det godt.Det tror jeg er ret, ret vigtigt, at vi også har medlænninger i debat, fordi det er virkelig alvorligt, det her.ordfører",Pia Kjærsgaard_video_44_start_6-45-11
"Som ministeren insisterer på, er det, jeg også selv insisterer på, at det er jo, at politiet har mulighed for at passe deres arbejde og gøre det på den måde, som de også selv synes er den bedste måde at gøre det på, og det er jo blandt andet at bruge signalementer, og jeg ved ikke, hvor ofre har den der forståelse af, at man ikke gør det, jeg synes i flæng, men heldigvis ser, at politiet også bruger, hvordan folk ser ud, hvilken etnicitet de har os ved, når de laver signementer, fordi det netop skal bruges til at kunne opklare nogle af de meget alvorlige forbødelser. Tusind tak.",Bjørn Brandenborg_video_44_start_3-00-24
"Hvis der er et par korte bemærkninger, så skal jeg lige sige, det er fuldstændigt korrekt, at lyset var gået ud, og kan konstaterer, at der er lys igen. Vi prøver og fortsætter, ellers så vil jeg foreslå i første omgang, at vi prøver at køre, og så vil vi blive ude for lige på stående for et par korte bemærkninger, og svømmer lige foran en sæl, der siger tredive sekunder, hvis det er, at det virker, vi prøver, om vi kan fortsætte, og det er fejlanmeldt, men foreløbig bare anmeldeldelsen virket, så det må vi sige, det er jo godt.Vi fortsætter, og derhen kår bemærkning til fru Birgitte Winden.",Erling Bonnesen_video_40_start_2-31-17
"Jeg er udmærket bekendt med, at også SF laver en indsats, så det gør de fleste miljøministre og regeringspartier uanset favor for at prøve at håndtere nogle af de her problemer, fordi der er jo ikke nogen, derddet totalt op, men vi deler jo alle sammen ambitionen om, at vi jo, når man deltager i finanslovsforhandlinger uanset om man er regeringsparti eller oppositionsparti, at vi så får mest mulig hastighed på de her ting. Tak til venstres ordfører.",Erling Bonnesen_video_40_start_3-31-26
"Hvis man opfylder kravene til dansk statsborgerskab, så skal man have dansk statsborgerskab. Og det skal ikke være nogen hemmelighed, at vi i engelsklisten synes, at kravene er for stramme i dag.Jeg synes ikke, og vi synes ikke i engelsklisten, at man skal straffes ved ikke at kunne få dansk statsborgerskab for noget kriminalitet, man har begået for ti år siden. Det er heldigvis sådan i det her land, at man ikke er straffet for evigt. Det er sådan vores strafssystem fungerer, det er det strafssystem, vi tror på i det her land, fordi vi ikke tror på, at man skal være kriminel eller dømt for evigt. Det er blandt andet også derfor, at vi ikke går ind for livstidsstraf, som andre partier her i folketinget gør.",Rosa Lund_video_41_start_4-16-02
"Det tror jeg da helt klart, at det kan være en vej at gå, at vi sætter os sammen og siger, hvad kan vi opnå politisk enighed om, skal håndteres i forordningen, hvad kan vi begynde at gøre allerede nu, og hvilke ting synes vi er vigtige, som forordningen ikke kommer til at håndtere.Hvis der er nogen, der har ondt i sigte og vil bruge deepfakes og andre teknologier til at sprede misinformation og destabilisere vores samfund, så det er jo ligegyldigt, at vi har en forordning, fordi de er jo kriminelle og har ikke tænkt sig at overholde loven alligevel. Så det kommer jo ikke til at betyde nogenrdig information.Det er en kæmpe udfordring, som forordningen jo ikke kommer til at løse.Så jeg tror sagtens, vi kan finde fælles fodslag, det er jeg i hvert fald interesseret i.",Lisbeth Bech-Nielsen_video_41_start_2-30-46
"Tusind tak.Jeg kan godt huske, da man lavede den her stramning omkring bandemedlemmer, hvor det skulle være til fare for Danmarks vitale interesser eller statens vitale interesser, og der skal det jo både være terrorister, bandemedlemmer og alle mulige andet samtid, før man kan komme ind under, at jeg ved engang, om der er en eneste, der er blevet frakant statsborgerskabet på den baggrund, netop fordi man holder sig stædigt fast i den her fuldstændigt tåbelige konvention, som absolut ingen gavn giver til Danmark. Tværtimod, der var masser af andre lande, som vi under normale omstændigheder sammenligner os med. Altså, der er Spalien, Italien, Irland, Storbritannien, Frankrig, Belgien, og jeg kunne blive ved og blive ved og blive ved, som ikke har ratificeret denne her, netop fordi det er tudet tosset, og overlægge, hvad skal man sige, muligheden for blandt andet at frakende statsborgerskabet for dybt kriminelle mennesker til nogle helt andre end dem, der ligesom er valgt i Danmark. Så jeg kunne egentlig bare godt tænke mig at høre ministeren, det ministeren reelt set står og siger her fra folketingets talerstol, og jeg vil synes ikke glad for ministeren anerkender, at det er det, der er realiteterne, det er vi jo nogle, der har vist længe,let i udenlandsk politik, fordi vi netop er ligeglade med konventioner, som dem ministeren tilsyneladende er så glad for.",Mette Thiesen_video_41_start_3-00-06
"Jeg er meget påpaselig med at mistænke enten anklagemyndighedens påstand om varetægtsfængsling og tilsvarende dommernes afgørelse af det, som er et hensyn til kapaciteten i kriminalforsorgen.At der så er kapacitetsudfordringer i kriminalforsorgen, er jeg fuldstændig enig med at have pæter kuffet. Jeg tror, der kan være mindst lige så mange eksempler på, hvor man enten burde have varetægtsfængslet eller i hvert fald burde have gjort noget andet. Jeg synes, den skrækkelig, skrækkelig sag med politibetjenten, Magnus Buhl, der blev slået hjælp på lange bro, hvor det er, at gerningsmanden, eller i hvert fald den mistænkte, efterfølgende, ikke bliver varetægtsfængslet og derefter udrejser landet,Spørgeren for emn kort bemærkelseskolen skal trykke sig ind.",Peter Hummelgaard_video_44_start_5-05-10
"Jeg synes, vi skal huske, at når vi frisætter, så handler det denne om, at man har frihed til at gøre noget. Og så skal man jo diskutere herinde, hvor megen kontrol mener vi så, der skal være med den her frisættelse, og specielt når det kommer til natur- og miljøområdet for at tage den, så velleve på, vi har garanterkommuner.Det kan selvfølgelig godt være positivt, men jeg hører også ministeren sige, at man jo ikke lukker nogen døre i forhold til, er der andre emner, man kan tage op og se på, der er jo ikke noget, der er statisk i politik, og det kan da godt være, at der vil være nogle områder, hvor det kan vise sig, at her kan vi, ligesom vi har gjort på grønne bymeter, at her kan vi lave nogle aftaler, som vi kan sprede ud til flere kommuner.",Birgitte Vind_video_40_start_1-50-09
"Jeg vil gerne have det i folketinget, der stører udviklingen i samfundet, men vi vil løse denne løsning.",Søren Egge Rasmussen_video_40_start_0-24-56
"Beslutningsforslaget, vi behandler her, omhandler gennemførelsen af lovgivningen, der pålægger politik og domstole at udarbejde præcise signalementer, hvis muligt, for eksempel i døgnrapporter eller udtalelser i medierne.Sådanne oplysninger skal også journaliseres og gælde for anholdte, mistænkte, sigtede, tiltalte og i sidste ende dømte personer.Lad os fremsværre takke dansk folkeparti for at sætte fokus på emnet.Beslutningsforslagets indledende tekst beskriver vigtigheden af gennemsigtighed for at styrke borgernes tillid til retssystemet.Tillid til vores institutioner er afgørende for et velfungerende retssystem, og imens et velstående land, det er jeg og liberaliansne meget enige i, og vi skal værne om at styrke tilliden til vores institutioner.I dag har politiet hvide rammer for at udarbejde præcise og detalerede signalementer, hvis de finder det relevant for det politimæssige arbejde.Og i liberal alliance laver vi altså tillid til, at dansk politi gør dette i dag.Dette bakkes også op af blandt andet rejseholdets tidligere chef, Bent Isager Nielsen, som har kommenteret emnet, han udtalte blandt andet i tyve tyve, at han oplevede, at den danske tilgang prioriterede at fremhæve så mange oplysninger som muligt, og at udseende og signalementer anvendes politifagligt uden at blive tilbageholdt af misforstået politisk korrekthed.Liberale anelser mener også grundlæggende, at der er bred tillid til, blandt andet politierne seneste troværdighedsmåling, placerer politibetjente i top fem med tre, to og firs ud af fem mulige point, hvilket har været stabilt siden to tusind og ni.Dette betyder dog ikke, at vi blænder overrekthed overstiger den objektive sandhed, hvilket skaber et misvisende billede i medierne og en afgivelse i virkelighedsopfattelsen.Dette svækker tilliden til vigtige institutioner som politi og domstole.Heldigvis er Danmark ikke i samme situation som Sverige på dette område.Til gengæld bruger vores politifolk i dag omkring en tredjedel af deres tid på ledelse og administrative opgaver, hvilket vi ikke ser behov for at øge yderligere gennem lovgivning med obligatoriske præcis og signalementer og journaliseringer.Forslaget her er altså unødvendig detaljestyring af offentlige myndigheder, det øger bureaukratiet, og det virker ikke i ældreplejen, så hvorfor skulle det virke hos politiet?Og det virker ikke i ældreplejen, så hvorfor skulle det virke hos politiet?På baggrunden af dette finder vi ikke grundlag for at støtte beslutningsforslaget, som det foreligger nu.Vi opfordrer derimod politiet til fortsat at udarbejde præcis af sine elementer, når de finder det relevant, uden at lade sig begrænse af misforstået politisk korrekthed.Den kom bemærkning til ham, Mikkel Bjørn, dansk folkeparti.",Steffen Larsen_video_44_start_3-24-01
"I Danmark, der er varetægtsfængslermand, hvis den sigtede har gjort noget strafbart, som har en strafferamme på et år og seks måneders fængsel. Derudover så skal dommeren vurdere, at der er en risiko for, at den sigtede vil begå ny lovholdsredelse, eller at den sigtede vil prøve at forhindre opklaring af sagen, for eksempel ved at slette sine spor, påvirke vidner eller medegerningsmænd. Det synes jeg også at sætte ret fine argumenter for varetægtsfængslet.Det synes jeg, som sætter ret fine argumenter for at varetægtsfængsle.I Danmarksdemokraterne, der ønsker vi ikke, at gerningsmænd, som kunne være sigtet for frygtelige forbrydelser, som vi så med ubådssagen, skal kunne gå frit rundt og kommunikere med omverdenen og potentielt obstruere en efterforskning.Derudover mener vi i Danmarksdemokraterne heller ikke, at vi af hensyn til for eksempel ofre for personfarlig kriminalitet kan tage så store hensyn til gerningsmanden, som det i så omfattende grad foreslås med forslaget?Det er vores klare opvisninger, at for at bevare borgernes retsfølelse og retssikkerhed er det nødvendigt, at varetægtsarstander forbliver bag lås og slå.I Danmarksdemokraterne står vi altid på offrets side.Forslagstillere henviser til spørgsmålet tre to og firs, af sjette marts to tyve tre og tyve, i forhold til hyppigere og længere varetægtsfængslinger, men tabellen siger noget andet.Her kan man se, at antallet af varetægtsfængsler er faldet støt siden toogfjorten til toogtyve.Til gengæld er det korrekt, at de varetægtsfængsled at blive forløst, vil det blive forløst.",Betina Kastbjerg_video_44_start_5-34-01
"Det er godt at få opklaret, at det alene er den sidste del af beslutningsforslaget, som de liberale annonce ikke er enige i. Den har faktisk inspireret den amerikanske tilgang, hvor man pålægger virksomhederne en form for selvjustits, altså når man opdager diskrimination og bias i sine produkter, som man ellers får pligt til at rette, en tilgang, som virksomhederne i USA selv havde ønsket sig, fordi det selvfølgelig er meget mindre indgribende end for eksempel vores AI-forordning, der har en anden, hvad skal man sige, regulatorisk tilgang.",Lisbeth Bech-Nielsen_video_41_start_1-56-28
"Lovforslaget bliver nødt til at sige, at det er jo ikke det største lovforslag, vi har haft.Jeg kan godt konkludere på, at når den mesters, mit tal er at sige, at hvis vi nu bare laver loven selv, så vil vi være fri for os tog her i dag, så skal vi bare konkludere, at det kan blive godt klart selv, så vil jeg godt roes mine folketingskolleger i, at juleferien har gjort, at vi har hurtigt ekspedit i folketingssalen, når det ser frem imod.Nye borgerlige kommer til at støtte lovforslaget, så følger vi det vi ser også frem til, hvis der bliver gravet op, at dansk lovgivning nogle gange er bedre end europæisk, men det er jo som parti et sted, vi er ret trygge i at stå, at det er nok EUlovgivningen, der for det meste er noget rod, og de danske folkesindelser, som nogle gange altid har styr på det, det ser vi frem mod, at ministeren begynder at implementere noget mere, vi støtter forslaget, og ser frem mod en lige så hurtig behandling af alle de andre lovforslag, vi får igennem året.",Kim Edberg Andersen_video_40_start_0-15-35
"I vore landskaber er der sket en lempelse, hvis deres kommuner ønsker, at de bestemte nye bydele skal bruge bæredygtige byggematerialer, skal have et lavt, hvad skal man sige, ekstra lavt ressourceforbrug i et byggeri.Så kan vi ikke, via det detail, der står i planloven, sikre det en kommune.Man kan måske godt lide, hvis man går virkelig hårdt til den, så kan man måske sikre, at der er gule tegle på alle husene, og så kan man fastlægge en energiklasse og definere, hvor er energiforsyningen fra.Men man kan ikke gå videre, og hvorfor ikke tillade det?Der er en lang række kommuner i Danmark, som sådan set har ønsket at give plads til, at der opstår mere bæredygtigt byggeri, men det kan bejgsikres gennem en lokalplan, fordi planloven er den, som den er, så der er faktisk brug for en ændring. Så den er, hvad skal man sige, mere indre end hensynet til herregårslandskaber, det sikrer sig ikke det bager til byggeri i byerne.",Søren Egge Rasmussen_video_40_start_2-32-23
"Jamen, altså først at fremme sig er det jo, at Danmark har forpligtigelser til at leve op til de her internationale forpligtigelser, og jeg synes også, det skal ses i en større sammenhæng, hvor vi som lille land nu kan være med til og påvirke beslutninger.Og så har konventioner gennem tiderne jo også givet befolkningen nogle folkeretlige rettigheder, det skal man jo også huske på i forhold til forskellige konventioner.Men jeg vil også godt sige, at jeg har stillet spørgsmål til ministeren omkring hvilke konsekvenser, det vil få, hvis Danmark trotter ud af konventionen, og det afventer jeg så at få svar på på et eller andet tidspunkt fra ministeren.",Brigitte Klintskov Jerkel_video_41_start_4-02-44
"Først og fremmest det her med, at det skulle være en ekstra straf, at politiet over for medier eksempelvis skal redegøre for, om det er udlændinge, der har begået en gruppe voldtægt.Det er det eneste, de skal redegøre for, og det står i forslaget, at det skal ikke være personhenførbart, man skal bare vide, hvem er det, der har begået, hvilke typer af mennesker er det, der har begået denne type kriminalitet, fordi vi jo godt ved, at særlige typer af personfarlig kriminalitet bliver begået af særligt mellemøstlige indvandrere og ikke så meget danskere og vestlige indvandrere. Og så siger ordføreren, at det er ikke folketingets opgave det her. Jo, det er det da, fordi som ordføreren selv nævner, så siger retsplejelovens paragraf otte hundrede atten jo, at det kun er i tilfælde, hvor det handler om at identificere en gerningsmand, at politiet skal opgive sine allemange.Og det er der, vores pointe i dansk folkepsik ganske ingent er, at det er relevant for samfundsdebatten at vide, hvem det er, der begår særlige typer af kriminalitet, når man eksempelvis kan læse en historie om en gruppe voldtægt begået mod en fjortenøje pige. Ordføreren.Altså i pakket på to hundrede og atten, stykke to står der, eller stykke et, nummer to, står der, at det",Mikkel Bjørn_video_44_start_3-07-39
"Jeg husker, at natur og miljø, det er noget, vi deler med hinanden. Så hvad du gør i en kommune, og hvad du undlader at gøre i en kommune, det påvirker også andre kommuner, det gør det også i forhold til biodiversiteten.Så jeg synes, at det er så enkelt, men at det undskyldes.Og for den har fuldstændig ret i forhold til, at der er også lavet aftaler om bymidler og så videre, og det er også noget, vi sætter rigtig stor pris på, at lave de her aftaler.Men igen, det er noget, vi stadigvæk har hånd i hanke med, og vi holder øje med, og vi kan følge, så vi går længere, end at vi også stadigvæk her i folketinget kan tage det over med ansvar.",Birgitte Vind_video_40_start_1-48-19
" på det her område, og derfor er det også svært lovgivningsmæssigt at følge med. Forordningen om kunstig intelligens blev jo sådan set fremsat allerede i tyve to år tyve på et tidspunkt, hvor engang chat-GPT havde fået sit folkelige gennembrud, så derfor kommer lovgivningen jo på bagkant af udviklingen, det er jo meget naturligt, men jeg fastholder, at vi på ingen måde sidder på hænderne og er meget opmærksomme på at yde vejledning og rådgivning i brugen af kunstig intelligens. Og det er også derfor, datatilsynet har udgivet vejledningen til offentlige myndigheders udvikling og brug af kunstig intelligens, og digitaliseringsstyrelsen har altså også udgivet guide til både offentlige myndigheder og til virksomheder omkring brugen af kunstig intelligens.Til både offentlige myndigheder og til virksomheder omkring brugen af kunstig intelligens, så der skæver meget på området i forhold til at vejlede og rådgive både offentlige myndigheder og virksomheder, men for mig er det vigtigt, at den vejledning og rådgivning også bliver ved med at flugte med det, der kommer med kunstig intelligens forordningen, vi kan ikke gå videre end den.",Marie Bjerre_video_41_start_1-22-45
"Fremad synes jeg tak for en god ordførertale, det var jo nærmest et ekkokammer af min egen tale, og det understreger den bredde, der er herinde i folketinget, til at gå seriøst til værds i forhold til konventionerne, det er jeg faktisk rigtig glad for.Vi er jo lidt tilbage i historiebøgerne i denne debat, må vi jo nok erkende, og jeg anerkender, at danmarksdemokraterne er et nyt parti og kan således heller ikke have ansvaret for fortiden. Men jeg vil være lidt tilbage i annalerne, og hvad jeg kan selv sætte mig frem til, så mens der var et borgerligt flertal tilbage i nullerne, der har man jo også stemt for at give rigtig mange mennesker statsborgerskab.Jeg har selv kunnet sætte mig frem til, at fjorten gange, der har dansk folkeparti med Pia Kjærsgaard i spidsen, fru Pia Kjærsgaard, stemmer for, og der er faktisk i de fjorten lovforslag, man har stemmet for, omkring femogtredive tusind mennesker, der har fået dansk statsborgerskab med stemmer fra dansk folkeparti.Jeg bare hører ordføreren, om det ifølge ordførens optik er mange eller få.",Anders Kronborg_video_41_start_3-38-46
"Hvis det datagrundlag, vi har nu, ikke er godt nok, og som i virkeligheden er flere domme end man havde fra to tusind, og til to tusind og to, hvor der blev langt færre dømt for voldsigt og langt færre sigtet, hvis det ikke er godt nok, er det ordføren, som står og siger nu, at der er forkerte sigtelser eller forkerte domme.Jeg prøver bare at forstå, at ordføreren siger, at det grundlag, vi har, er ikke godt nok nu.Hvad er det, der præcist er i vejen med det grundlag?Sker der forkerte sigtelser, eller forekommer der forkerte domme, eller hvad er det, ordføreren prøver at sige, når grundlaget ikke er godt nok til at kunne lave en undersøgelse?",Karina Lorentzen Dehnhardt_video_44_start_4-00-48
"Jeg er enig, vi har en udfordring i forhold til både facilitetsudfordringer, som ministeren nævner med hver fjerde, der har udfordringer, men jo også med en befolkningsvækst, der går den forkerte vej. Men tid er afgørende for sådan et vellykkende facilitetsforløb, og som vi lige var inde på, er der ventetider. Denne ufrivillige barnløshed og facilitetsbehandlinger, det kan nemlig være ekstremt opsliddende, som ministeren også var inde på, og der er grænser for, hvor længe kvinden og parforholdet kan holde til den slags.Det er enormt indgribende at skulle stikke sig konstant, at skulle ændre på cyklussen, at skulle opleve at have skanninger på klinikken aflyst, eller som ændrer sig med kort varsel, for det er noget, der griber ind i hele familien og parforholdet på en ret vild måde.Den her alder hos kvinderne er også en faktor for at have en god chance for succes, og uret tækker jo, og det gør det også, når man begynder i et forløb på en fertilitetsklinik, og den her ventetid kan være gift for sådan et forløb.Forskere har forløb til at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at være ved at gøre siger, menne gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gange gande, men det er en løbære, menne gange gange, men det er en løbære, menne gange, men det er en løbære, menne gange, men det er en løbære, menne gange, men det er en løbære, menne gange, men det er en lørdes, menne, men det er en lørdes, menne, men det er en lørdes, mennes, og ministeren var lidt inde på det, men er det stadig sådan, vil venstre gerne udvide både retten til udredning og behandlingsgaranti til også omfattede facilitetsområder.",Louise Brown_video_41_start_0-35-35
"Tak for spørgsmålet.Jeg er enig i, at tallene fra fronttekst understreger, at vi står i en migrationskrise.Vi skal tilbage til to tusind og seksten for at finde et år, hvor der var flere spontane asylsørende, der er i år.Det har enormt store konsekvenser, for det første er der tusindvis af mennesker, som dør på vej over, for det andet bliver rigtig mange mennesker, som egentlig har større asylkrav eller med væsentlig asyl, efterladt i nærområderne. Det er derfor, vi i regeringen arbejder for et nyt europæisk asylsystem, hvor de irregulære migrere bliver stoppet, og ministeriet får en ordnet måde at søge asyl i Europa. Jeg er tilfreds med, at der efter tre års svære forhandlinger her kort før jul blev åbnet enighed om hovedelementerne i den nye migrations og asylpagt.Vi får sikkerhed styrket ved de ydre grænser, der kommer bedre screening, obligatorisk grænsebrugsstyr, bedre registrering af asylsøgere, irregulære migranter, og vi arbejder også for at bekæmpe irregulær immigration og smuglernetværket gennem stykkekontrol med evs ydre grænser.Vi bidrager hvert år fra danmarks side til fronttaks med personel og kapacitetsbidrag i form af blandede fly, helikoptere, patruljebåde, køretøjer til de lande, som ligger i grænsområdene.Men det er vores der klare opvisninger, at regeringen, at derudover de nuværende indsatser har brug for, at forebygge og adressere den irregulær immigration helt grundlæggende, og det er derfor, vi ønsker, at der skal laves en aftale med et tredje land uden for EU.Her er Alexander Rylle.",Kaare Dybvad Bek_video_41_start_0-58-18
