save_path,text
Karina Lorentzen Dehnhardt/video_44_start_5-02-40.mp4,"Så vil jeg stille mit andet spørgsmål igen. Det handler nemlig om børnene og besøgs- og brevkontrol, som vi ikke har nogen særlig gode opgørelser over, men som jeg i hvert fald har set tal på ligger på omkring 50 pct. Det her betyder, at ægtefæller må tage fri fra arbejde, fordi det skal ligge i arbejdstiden, vel at mærke politiets arbejdstid. Det er børnene, der skal hives ud af skolen, og i forvejen er de i en sårbar situation. Så kunne vi ikke finde en bedre løsning, hvor der også, hvis man skal opretholde den her ordning, kan laves noget, som ikke går ud over børnenes skolegang og de voksnes arbejdstid?"
Kim Edberg Andersen/video_40_start_0-15-35.mp4,"Det er jo ikke det største lovforslag, vi har haft, bliver jeg nødt til at sige. Jeg kan godt konkludere på Morten Messerschmidts tale og sige, at hvis vi nu bare lavede loven selv, var vi fri for at stå her i dag. Så skal vi ikke bare konkludere, at det kan vi godt klare selv? Så vil jeg godt rose mine folketingskolleger og sige, at juleferien har gjort, at vi har hurtig ekspedition i Folketingssalen. Nye Borgerlige kommer til at støtte lovforslaget, selvfølgelig gør vi det. Vi ser også frem til det, hvis det bliver gravet op, at dansk lovgivning nu engang er bedre end europæisk. Men det er jo et sted, vi som parti er ret trygge i at stå: at det nok er EU-lovgivningen, der for det meste er noget rod, og det danske Folketing, der nogenlunde altid har styr på det. Det ser vi frem til at ministeren begynder at implementere noget mere. Vi støtter forslaget og ser også frem til en lige så hurtig behandling af alle de andre lovforslag, vi får igennem året."
Kim Edberg Andersen/video_40_start_1-02-07.mp4,"Der er ingen tvivl om, at hvis vi lægger lovrammer ned over folk, agerer de forhåbentlig inden for loven – de fleste af dem. Og så bliver der jo et marked. Men i høringssvarene er der faktisk også nogle, der fortæller – jeg tror, det er FRI, hedder de ikke det? – at de er meget bekymrede for, om ikke der kommer meget mere deponi. Og virkeligheden er, at hvis ikke der er nogen, der vil bygge med de gamle materialer, så får vi det bare på deponiet. Så bliver det selvfølgelig sorteret i fraktioner først. Men så kommer det på deponi alligevel, og det er jo ikke det, vi ønsker. Vi ønsker, at det her bliver genbrugt, enten til noget visuelt smukt eller til noget praktisk. Og igen vil jeg sige, at grus kommer vi til at mangle lige om lidt."
Kim Edberg Andersen/video_40_start_2-15-42.mp4,"Vi kan sagtens også stille spørgsmål om beslutningsforslaget, for selv om jeg synes, at det er et usædvanlig dårligt beslutningsforslag, bliver jeg bare nødt til at spørge, hvor konkrete beslutningsforslag Moderaterne mener vi skal komme med, før vi kan få lov til at opleve, at Moderaterne synes, at det er en god idé. Hvor konkrete skal vi være? Skal Radikale Venstre, næste gang de kommer med et beslutningsforslag på det grønne område, så sige: På dette specifikke matrikelnummer i denne specifikke kommune ønsker vi at det her bliver ændret? Eller kan man gøre det lidt mere generelt og sige: Vi synes, at det inden for denne kommunegrænse er o.k. at lave bedre vilkår? Eller bliver det simpelt hen får generelt, at det er inden for de der 98 kommunegrænser?"
Kristian Bøgsted/video_41_start_3-36-23.mp4,"Tak for ordet. Med beslutningsforslaget i dag ønsker forslagsstillerne, at Danmark træder ud af statsborgerretskonventionen, som stammer fra 1997, da konventionens bestemmelser ifølge forslagsstillerne ikke muliggør, at kriminelle mennesker, herunder voldtægtsforbrydere og seriekriminelle, kan fratages dansk statsborgerskab som konsekvens af deres alvorlige kriminalitet. Jeg vil gerne starte med at understrege, at vi deler forslagets intention, for vi synes grundlæggende også, at det er et problem for Danmark, at man ikke kan fratage kriminelle udlændinge deres statsborgerskab for alvorlig kriminalitet. Kriminelle udlændinge har selvfølgelig ikke fortjent at få det danske statsborgerskab, når man efterfølgende begår alvorlig kriminalitet. Det har vi desværre set alt for mange eksempler på. Derfor anerkender Danmarksdemokraterne også til fulde, at statsborgerretskonventionen er et problem for Danmark. For det er desværre endnu et eksempel på, at konventionerne er skrevet i en tid, som ikke repræsenterer den tid, vi lever i i dag. Med andre ord er konventionen ikke længere tidssvarende, når den beskytter kriminelle udlændinge. Det skal vi selvfølgelig have gjort noget ved. Derfor mener vi også i Danmarksdemokraterne, at vi skal tage et opgør med konventionerne. Vi har brug for at få afdækket, hvordan man kan udfordre og ændre konventionen, så vi kan presse rammerne for konventionerne til det yderste, så det i højere grad kan blive nemmere at kunne fratage statsborgerskabet fra kriminelle udlændinge. Men vi anerkender også, at det er vigtigt for et lille land som Danmark, at der sættes nogle fælles rammer og etableres en fælles spillebane, som man skal overholde og spille på. Det betyder ikke, at man ikke i fællesskab kan prøve at ændre på den her spillebane og reglerne, og derfor er det Danmarksdemokraternes opfattelse, at Danmark skal søge opbakning blandt ligesindede lande, som også mener, at konventionerne bør udfordres og laves om. Vi vil derfor under udvalgsbehandlingen spørge ind til, hvad status er på regeringens arbejde med at udpege en ambassadør, der skal sikre, at Danmark engagerer sig i arbejdet med konventionerne, herunder hvordan de fortolkes og anvendes, så de i langt højere grad kan udfordres. Samtidig skal det klarlægges, hvilke andre lande der har udtrykt kritik over for statsborgerretskonventionen, så vi i fællesskab med andre lande kan undersøge, hvordan vi gør konventionen mere tidssvarende. Helt ærligt: Man har skrevet det her i regeringsgrundlaget, og siden har vi ikke hørt noget. Så nu må regeringen komme på banen og præsentere nogle løsninger, for det er nødvendigt, at vi får undersøgt, hvordan vi kan udfordre de her konventioner. Tak for ordet."
Lars Løkke Rasmussen/video_41_start_0-13-19.mp4,"Men vi har ikke nogen generel blasfemiparagraf i Danmark. Den blev afskaffet for nogle år siden, og regeringen har ikke genindført den. Det, regeringen har gjort, i øvrigt med opbakning i Folketinget, som jo ikke, går jeg ud fra, skal deponere sin holdning hos nogen organer nogen steder, er at foretage et målrettet indgreb for at afværge en helt konkret situation, hvor det de facto var sådan – de facto var sådan – at der fandt daglige systematiske krænkelser sted, og det kunne stort set isoleres til noget, der skete i Danmark og Sverige. Det er den situation, vi har forholdt os til. Og jeg må bare sige igen, at jeg intet sted, heller ikke i Washington, har mødt kritik af den måde, den danske regering har håndteret den her sag på."
Lars Løkke Rasmussen/video_41_start_0-14-56.mp4,"Jeg er sådan set ikke ret meget i tvivl om, at når der f.eks. fra russisk side er udtrykt positive ord om det her, så ligger der alle mulige andre intentioner bag – det vil jeg tro. Så det er ikke en ros eller en støtte, jeg læner mig op ad. Jeg læner mig op ad bevidstheden om, at det, regeringen har gjort, er klogt. Og jeg har, må jeg sige, ikke bare en oplevelse af, man faktisk en viden om, at det indgreb, vi har foretaget med Folketingets opbakning, har jeg ikke hos nogen kolleger noget sted i verden mødt nogen kritik af."
Lars Løkke Rasmussen/video_41_start_0-22-37.mp4,"Jeg har ikke været i nogen dialog med den israelske ambassade om den her konkrete sag. Det kan jeg sige med sikkerhed. Vi tager et medansvar. Altså, det er jo bl.a. derfor, at vi ved den seneste afstemning i FN's Generalforsamling stemte for en resolution, der opfordrer til umiddelbar humanitær våbenhvile. Det er derfor, at vi alle de steder, hvor vi deltager, understreger vigtigheden af, at man overholder folkeretten, herunder den humanitære folkeret, og jeg har også selv gjort det bilateralt over for den israelske minister og i andre møder, jeg har deltaget i. Men man kan jo godt tage det medansvar og politisk intervenere internationalt, uden at man af den grund skal intervenere i retssager, der rejses i andre lande. Det helt afgørende er, at vi støtter de her domstolsorganer, deres uafhængighed og deres mulighed for at håndtere de her sager."
Lisbeth Bech-Nielsen/video_41_start_1-23-48.mp4,"Nej, og det er faktisk heller ikke det, beslutningsforslaget her handler om. Det handler om at lave nogle retningslinjer, som faktisk bliver efterspurgt derude. Det bliver efterspurgt af virksomheder, det bliver efterspurgt af kommuner, og det bliver efterspurgt af skoler; de siger: Kan I ikke hjælpe os med nogle retningslinjer? Det handler jo ikke om hård lovgivning, så at sige. Det handler om at klargøre, hvad det er for nogle regler, som vi allerede i dag har, så vi kan bruge de her nye teknologier på den bedst mulige måde og høste alle de gevinster, der er, uden at falde i alle de her fælder. Og jeg kan simpelt hen ikke forstå, at der er den modstand mod at give en hjælpende hånd til dem, der beder om det ude i vores samfund."
Lisbeth Bech-Nielsen/video_41_start_1-56-28.mp4,"Det er godt at få opklaret, at det alene er den sidste del af beslutningsforslaget, som Liberal Alliance ikke er enig i. Den er faktisk inspireret af den amerikanske tilgang, hvor man pålægger virksomhederne en form for selvjustits, altså at når man opdager diskrimination og bias i sine produkter, er man også forpligtet til at rette det. Det er en tilgang, som virksomhederne i USA selv havde ønsket sig, fordi det selvfølgelig er meget mindre indgribende end f.eks. vores AI-forordning, der har en anden regulatorisk tilgang."
Lisbeth Bech-Nielsen/video_41_start_2-30-46.mp4,"Det tror jeg da helt klart kan være en vej at gå, altså at vi sætter os sammen og siger: Okay, hvad kan vi opnå politisk enighed om skal håndteres i forordningen? Hvad kan vi begynde at gøre allerede nu? Og hvilke ting synes vi er vigtige, som forordningen ikke kommer til at håndtere? Forordningen kommer jo ikke til at håndtere det faktum, at hvis der er nogen, der har ondt i sinde og vil bruge deepfakes og andre teknologier til at sprede misinformation og destabilisere vores samfund, så er det jo ligegyldigt, at vi har en forordning, for de er jo kriminelle og har ikke tænkt sig at overholde loven alligevel, så det kommer ikke til at gøre nogen forskel, om man har en forordning eller ej. Og hvad gør vi for at sikre, at vi har nogle gode, stærke institutioner og medier, hvor folk fortsat vil søge hen for at få sand og troværdig information? Altså, det er en kæmpe udfordring, som forordningen jo ikke kommer til at løse. Så jeg tror sagtens, vi kan finde fælles fodslag. Det er jeg i hvert fald interesseret i."
Louise Brown/video_41_start_0-35-35.mp4,"Tak for svaret, minister, og jeg er enig i, at vi både har en udfordring med fertiliteten, hvor ministeren også nævner, at hver fjerde har udfordringer, men jo også med en befolkningsvækst, der går den forkerte vej. Men tiden er også afgørende for sådan et vellykket fertilitetsforløb, og som vi lige var inde på, er der ventetider. Den her ufrivillige barnløshed og fertilitetsbehandlingerne kan nemlig være ekstremt opslidende, som ministeren også var inde på, og der er grænser for, hvor længe kvinden og parforholdet kan holde til den slags. Det er enormt indgribende at skulle stikke sig konstant, at skulle ændre på cyklussen, at skulle opleve at have scanninger på klinikken aflyst, eller hvor det ændrer sig med kort varsel. Så det er noget, der griber ind i hele familien og parforholdet på en ret vild måde, og kvindens alder er jo også en faktor for at have en god chance for succes. Uret tikker jo, og det gør det også, når man begynder i et forløb på en fertilitetsklinik, og den her ventetid kan være gift for sådan et forløb. Venstre og Liberal Alliance har jo tidligere været enige om flere dele af den her debat. Vi i Liberal Alliance har i vores seneste sundhedsudspil foreslået at udvide udrednings- og behandlingsgarantien på netop det her område til også at omfatte fertilitetsbehandlingen. Og det er ifølge Venstres hjemmeside også Venstres politik, og ministeren var lidt inde på det, men er det stadig sådan? Vil Venstre gerne udvide både retten til udredning og behandlingsgarantien til også at omfatte fertilitetsområdet?"
Louise Brown/video_41_start_0-37-58.mp4,"Det afgørende problem i den her danske fertilitetsbehandling er for mig at se ikke antallet af forsøg, eller at man selv skal betale for forsøg nummer to. Lige nu er det store problem de ventetider, der er, og at man også kan opleve at blive afmeldt sådan en behandling i flere måneder, simpelt hen på grund af manglende kapacitet. Det må jo være frygteligt, når man så ved, at der netop er en mulighed derude i det private, som i dag faktisk også varetager over halvdelen af de fertilitetsbehandlinger, der er i vores land. Så det er glædeligt at høre, at ministeren gerne vil kigge på det her område. Hvornår skal vi så i gang med det?"
Magnus Heunicke/video_40_start_1-14-14.mp4,"Nej. Nu er der så et pres fra den anden fløj her. Jeg står fast på mit synspunkt, og det gør jeg – det ligger faktisk også lidt i spørgerens kommentar og begrundelse for spørgsmålet – for i forhold til enfamilieshuse kan man jo spørge: Hvad så med tofamilieshuse? Jeg synes ikke, der er meget logik i at gå den vej. For mig at se vil logikken være – og det vil også være den rettesnor, jeg synes vi skal følge fremover, når vi skal videre ad den vej, når markedet er bygget op, og det er vi jo så enige om, og der bliver nogle værdier – at der faktisk kan være en værdi i at sælge det videre, man får brudt ned på sin grund. Men der vil det være min indstilling, at det også vil gælde kvadratmeter. Nu er det så startet med 250 m², men når man vil gå længere ned, vil det, synes jeg, være klogest og det reneste snit og nemmest at forstå for alle håndværkere, nedrivningsvirksomheder, grundejere osv. med kvadratmeterreglen, og den synes jeg vi skal holde fast i."
Magnus Heunicke/video_40_start_1-31-38.mp4,"Som jeg lige har svaret fru Lotte Rod, er vi jo netop i gang med nogle forhandlinger, og vi har haft to forhandlingsmøder om det konkrete element, der nævnes, nemlig nulemissionszoner og det at give en mulighed for at lave et lovforslag, altså lave en stemmeaftale. Det er altså præcis en forhandling om at give en mulighed for, at kommunerne får frihed til at indføre dette af hensyn til klimaet og den grønne omstilling i vores transportsektor og selvfølgelig også nogle luftkvalitetshensyn. Så vi er i gang med forhandlinger, men forhandlingerne synes jeg skal være om nogle reelle elementer, som regeringen også er interesseret i at gå videre med, altså helt konkret og reelt forhandlinger om en frisættelse. Hvis man så zoomer ind på det andet element, jeg nævnte, hvor der er et behov for det modsatte, altså en beskyttelse af drikkevandet, har regeringen også drøftet det med Folketingets partier, men den er jo endt med at komme med et lovkrav, som vi skal forhandle her i Folketingssalen, i hvert fald i den her folketingssamling, som modsat ikke giver frihed, men som faktisk giver flere krav om at beskytte vores drikkevand."
Mai Mercado/video_44_start_3-34-05.mp4,"Altså, i gamle dage slog Dansk Folkeparti sig op på lige præcis at sikre en stærk retspolitik. Det her beslutningsforslag udstiller, at Dansk Folkeparti ingen viden har om, hvad et sådant forslag kommer til at have af effekt på retspolitikken. Man aner ikke, hvilke effekter det her kommer til at få på domstolene og på politiet, og det synes jeg man skylder at gå hjem og undersøge ved at tage kontakt til Dommerforeningen og Politiforbundet, og så vil man se, at det her kommer til at skade efterforskningen, og at beslutningsforslaget er helt i hegnet."
Mai Mercado/video_44_start_3-35-25.mp4,"Så bliver jeg bare nødt til at læse op af hr. Mikkel Bjørns eget forslag, hvor der står: »Folketinget pålægger regeringen i indeværende folketingsår at udarbejde initiativer, som sikrer, at politiet altid, når et sådant er til rådighed, oplyser et præcist signalement ved udgivelse af døgnrapporter eller omtale af specifikke hændelser«. Det er jo ikke mig, der står og finder på, at det her kommer til at skade efterforskningen. Det er jo lige præcis de store og vigtige aktører som eksempelvis Dommerforeningen og politiet, som vurderer, at det her forslag kommer til at gøre mere skade end gavn."
Mai Mercado/video_44_start_7-13-12.mp4,"Jeg hørte talen på en lidt anderledes måde. Jeg hørte egentlig, at det, ordføreren oprindelig sagde i sin tale, var noget om vigtigheden af, at sproget er en kompetence, men at det i lige så høj grad også er en kompetence at kunne udøve omsorgen. Så jeg vil egentlig bare, inden ordføreren bliver lagt alt muligt i munden med det frie marked og andre ting, bede ordføreren om at uddybe, hvad der var intentionen i talen."
Marie Bjerre/video_41_start_1-22-45.mp4,"Det er jo korrekt, at udviklingen sker meget, meget hurtigt på det her område, og derfor er det også svært lovgivningsmæssigt at følge med. Forordningen om kunstig intelligens blev jo sådan set fremsat allerede i 2022 på et tidspunkt, hvor ikke engang ChatGPT havde fået sit folkelige gennembrud. Så derfor kommer lovgivningen jo på bagkant af udviklingen. Det er jo meget naturligt. Men jeg fastholder, at vi på ingen måde sidder på hænderne, og at vi er meget opmærksomme på at yde vejledning og rådgivning i brugen af kunstig intelligens. Det er også derfor, at Datatilsynet har udgivet vejledninger i forbindelse med offentlige myndigheders udvikling og brug af kunstig intelligens, og Digitaliseringsstyrelsen har altså også udgivet guides til både offentlige myndigheder og til virksomheder omkring brugen af kunstig intelligens. Så der sker jo meget på området i forhold til at vejlede og rådgive både offentlige myndigheder og virksomheder. Men for mig er det vigtigt, at den vejledning og rådgivning også bliver ved med at flugte med det, der kommer med kunstig intelligens-forordningen. Vi kan ikke gå videre end den."
Marie Bjerre/video_41_start_1-24-29.mp4,"Der er ingen modstand mod hjælp og vejledning til vores virksomheder og offentlige myndigheder i forhold til brug af kunstig intelligens. Tværtimod mener jeg faktisk, vi har en meget stor opgave i at hjælpe, vejlede og rådgive vores virksomheder i brugen af kunstig intelligens. Men der, hvor uenigheden opstår, er, med hensyn til om vi skal anlægge et udvidet forsigtighedsprincip i forhold til kunstig intelligens-forordningen. Jeg mener, at den vejledning og rådgivning, vi giver vores virksomheder og offentlige myndigheder, skal følge forordningen og være inden for rammerne af det. Vi kan ikke begynde at lave nogle andre retningslinjer eller tillægge et andet princip, som ikke flugter med forordningen."
Marie Bjerre/video_41_start_1-25-35.mp4,"Hvis det kun var 55 mio. kr., der afgjorde udviklingen af kunstig intelligens for Danmark, stod det skidt til. De 55 mio. kr. er afsat til en strategisk ramme for udvikling af kunstig intelligens for at presse på for yderligere investeringer i kunstig intelligens. Jeg tror, at ordføreren er enig med mig i, at det jo ikke er den offentlige stat, der skal investere i kunstig intelligens. Vores virksomheder skal med og investere i kunstig intelligens, og det er vigtigt for mig som digitaliseringsminister at få sendt et signal til vores erhvervsliv om at komme i gang. Der er masser af muligheder, og det er ikke os, der politisk skal være til hinder for at udnytte de kæmpe muligheder og potentialer, der er. Derfor mener jeg, det er vigtigt, at vi også fra offentlig side får sat en strategisk retning for kunstig intelligens."
Marlene Harpsøe/video_44_start_6-21-19.mp4,"Tak for svaret. Ministeren siger, der skal være lokal frihed og lokalt ansvar, og det kan jeg sådan set ikke være uenig i. Men samtidig fremlægger regeringen jo også et forslag om, at nu skal der mere sprogstøtte og sprogscreening til social- og sundhedselever. Det er jo dejligt, men det går måske lidt imod de tanker, som regeringen måske ellers havde på området; jeg skal ikke kunne sige, om der er noget dér. Når det så er sagt, siger ministeren: Kvaliteten skal være i orden, og man skal sætte nogle mål. Så hvordan får vi målt på kvaliteten i forhold til danskkundskaberne i ældreplejen? Hvordan vil ministeren sikre det?"
Marlene Harpsøe/video_44_start_6-48-03.mp4,"Det er rigtigt, hvad Venstres ordfører siger her. Det er nemlig rigtig, rigtig vigtigt i hverdagen for den ældre borger, for man skal jo prøve at sætte sig i deres situation. Man er måske blevet svækket med alderen, man har fået nogle skavanker, man kan ikke foretage sig de samme ting, som man kunne før. Så man har ikke brug for flere udfordringer, bl.a. ikke i forhold til om man rent faktisk kan forstå det plejepersonale, der kommer og skal give en den hjælp i den sårbare situation, som man står i."
Marlene Harpsøe/video_44_start_7-30-37.mp4,"Så vil jeg da også selv stille mig op i rosekoret. Det er ikke nogen hemmelighed – jeg har sagt det offentligt mange gange – at da jeg var helt ung, havde jeg en plakat af fru Pia Kjærsgaard hængende på mit værelse. »Danmarks hjemmehjælp« stod der. Jeg har nemlig også altid kæmpet for hjemmeplejen, og det har fru Pia Kjærsgaard også gjort, så tak for det. Når det så er sagt, synes jeg, at der var sådan en lidt kedelig ordveksling tidligere i dag, foranlediget af, at fru Pia Kjærsgaard stillede mig et spørgsmål, mens jeg var på talerstolen som ordfører. Når jeg nu tager det op igen, er det jo, fordi jeg ikke synes, fru Pia Kjærsgaard stillede det rigtige spørgsmål til mig. Jeg synes, fru Pia Kjærsgaard skulle have stillet et spørgsmål til mig om, hvad det var, Danmarksdemokraterne så ville stemme til det her beslutningsforslag, hvis det kom til afstemning. Så havde jeg sagt, at vi ville stemme for, men fru Pia Kjærsgaard undlod at stille det spørgsmål. Det synes jeg bare er hamrende ærgerligt, og derfor vil jeg gerne lige sige, at vi altså stemmer for i Danmarksdemokraterne. Det mandat har jeg fået af folketingsgruppen tidligere i dag."
Mette Abildgaard/video_40_start_0-37-53.mp4,"Mange tak for det. Jeg kom sådan til at sidde og tænke på, da jeg før hørte en af de andre taler, min egen far. Han har lavet meget forskelligt i sit arbejdsliv. Han har kørt lastbil og været entreprenør og kloakmester og alt muligt, men han har også arbejdet en del år hos Åstruplund Nedbrydning, og hos Åstruplund Nedbrydning rev de jo et hav af bygninger ned. Min far har nok alligevel været lidt forud for sin tid, selv om jeg ikke tror han vil kalde sig selv for den store klimaforkæmper på nogen måde – det er han sådan lidt for østjysk træmand til – men jeg tænker på de gange, min far kom slæbende hjem med brugbare materialer, som var blevet kasseret. Han kom sågar engang hjem med en kartoffelskræller, som havde stået på et gammelt plejehjem. Det var meget praktisk, når man havde syv børn derhjemme, at have sådan en automatisk kartoffelskrællemaskine. Men mængden af ressourcer, der er blevet kasseret igennem årtier, når vi har brudt ned, er tankevækkende, og det er bekymrende, når vi ved, hvor meget af vores CO2-forbrug, der er lagret i bygninger, og når vi ved, hvor hårdt belastende det er, hver gang vi bygger nyt og bruger nye ressourcer. Vi ved, at vores CO2-aftryk pr. dansker er alt, alt for højt, og derfor giver det rigtig god mening, at der nu kommer det her lovforslag. Det er jo en udmøntning af en klimaaftale om en grøn affaldssektor og cirkulær økonomi tilbage fra 2020, som Det Konservative Folkeparti også var en del af, da aftalen blev indgået. Så var der et element, hvor vi ikke kunne nå hinanden hen ad vejen, omkring det her med liberalisering af affaldssektoren, hvor vi Konservative endte med at træde ud af aftalen. Men det ændrer ikke på, at vi føler både en loyalitet og en forpligtelse over for de elementer, vi har været med til at indgå aftaler om, og som vi også stadig bakker op om – og det her er et af dem. Det er nødvendigt, at vi får lavet en mere strategisk indsats i forhold til at få genanvendt så mange at de materialer, der overhovedet kan genanvendes. Den eneste bekymring, jeg måske kan have, i forhold til det her lovforslag – og det må vi jo følge hen ad vejen – er den her nye autorisationsordning, og hvordan vi sikrer, at der er nok uddannede folk til at dække det behov, der er. Der har også været en diskussion i salen i dag omkring kvadratmetergrænsen. Burde den være højere eller lavere, og hvordan burde den ligge? Når jeg egentlig tror, at det er fornuftigt nok, at man starter ud, som der lægges op til i lovforslaget her, er det også, under hensyntagen til at der også skal være dygtige medarbejdere, som kan være med til at påse, at den proces, der er, sikrer, at det foregår på den rigtige måde. Så det er også spørgsmål om rent lavpraktisk at have uddannet de medarbejdere. Men vi Konservative bakker op om det her forslag, som vi synes er et godt skridt i den rigtige retning, med hensyn til at vi bliver mere systematiske, og at det ikke bare er min far i Åstrulund Nedbrydning, der kommer hjem med et vindue, der lige kunne bruges som kvistvindue her og der. Tak for ordet."
Mette Kierkgaard/video_44_start_6-20-11.mp4,"Tak for bemærkningerne, og jeg er jo glad for at høre, at fru Marlene Harpsøe er enig i, at sprog er vigtigt. Jeg tænker også, at med den erfaring, som i øvrigt både fru Pia Kjærsgaard og fru Marlene Harpsøe har fra uden for Christiansborg, ved I jo om nogen, at det sproglige er utrolig vigtigt. Jeg vil nu fastholde, at den bevægelse, som jeg mener er grundbevægelsen, også i det nye ældreudspil, som kommer her i sin fulde længde om et par uger, er det her med lokal frihed, men også lokalt ansvar. Her fra Christiansborg mener jeg at rollen er, at vi skal have nogle overordnede kvalitetsmål for, hvad det egentlig er, vi forbinder med god ældrepleje, og det er også det med, at vi skal sikre kompetente, faglige medarbejdere. Det bliver endnu mere vigtigt fremover med sproglige kompetencer, ledelse og nogle tilsyn, som har fokus på kvalitet, faglig udvikling og læring frem for at være en hammer i hovedet på de plejehjem og hjemmeplejeenheder, som er i det ganske land."
Mette Kierkgaard/video_44_start_6-21-56.mp4,"Tak for spørgsmålet, og jeg vil egentlig sige to ting i forhold til det her med at styrke sprogstøtten og sprogscreeningen: Der har jo også været tidligere aftaler omkring styrkelse af, hvordan vi indretter danskundervisningstilbuddene, og i treparten for 2023 blev der afsat en pulje til særlig indsats for fastholdelse af elever, også med fokus på sprogstøtte. Jeg synes, forskellen på de initiativer og standarder er, at det skaber nogle rammer og nogle muligheder, som kommuner kan vælge at byde ind på, hvis det giver mening i en lokal kontekst."
Mette Kierkgaard/video_44_start_6-25-36.mp4,"Tak for interessen, også med hensyn til udspillene. Det er jeg sikker på at I alle sammen har efterspurgt af nogle omgange, og jeg er virkelig glad for, at vi lige om lidt kan lægge dem frem, så vi også kan komme i gang med forhandlingerne med jer, hvilket jeg glæder mig til. Vi har ikke aktuelt nogen planer med hensyn til sprogkurser som sådan, men spørgeren har fuldstændig ret i, at international arbejdskraft også er en satsning, og det er et fokusområde for regeringen, og vi skal selvfølgelig sikre, at der er den fornødne kvalitet omkring det."
Mette Thiesen/video_41_start_3-00-06.mp4,"Tusind tak. Jeg kan godt huske, da man lavede den her stramning omkring bandemedlemmer i de tilfælde, hvor det var til fare for statens vitale interesser, og der skal man jo både være terrorist og bandemedlem og alt muligt andet samtidig, før man kan komme ind under det – jeg ved ikke engang, om der er en eneste, der er blevet frakendt statsborgerskabet på den baggrund – netop fordi der holdes så stædigt fast i den her fuldstændig tåbelige konvention, som absolut ingen gavn gør for Danmark. Tværtimod. Der er jo masser af andre lande, som vi under normale omstændigheder sammenligner os med – der er Spanien, Italien, Irland, Storbritannien, Frankrig, Belgien, og jeg kunne blive ved – som ikke har ratificeret den her konvention, netop fordi det er tudetosset at overlade muligheden for bl.a. at frakende dybt kriminelle mennesker statsborgerskabet til nogle helt andre end dem, der ligesom er valgt i Danmark. Så jeg kunne egentlig bare godt tænke mig at høre ministeren om noget. Det, ministeren reelt set står og siger her fra Folketingets talerstol – og jeg er sådan set glad for, at ministeren anerkender, at det er det, der er realiteterne, hvad vi er jo nogle der har vidst længe – er, at Dansk Folkeparti faktisk er det eneste parti i Folketinget, der reelt set kan løse de massive problemer, der har været på baggrund af en forfejlet udlændingepolitik, fordi vi netop er ligeglade med konventioner som dem, ministeren tilsyneladende er så glad for."
Mette Thiesen/video_44_start_4-43-26.mp4,"Tusind tak. Det var egentlig bare en ros til SF for at fremsætte det her forslag. Det er faktisk et, som jeg længe har tænkt at vi skulle fremsætte i Dansk Folkeparti; så det var bare en glædelig overraskelse, at det allerede var fremsat, så vi fik debatten noget før. Det her er fuldstændig, som ordføreren siger, ekstremt vigtigt, at vi får opdateret de her tal. Der ligger absolut overhovedet ingen argumentation for, hvorfor vi ikke skulle gøre det. Der er masser af domme, der er masser af anmeldelser og, som ordføreren siger, masser af lovgivning – og i øvrigt også, synes jeg, måske mindre vigtig lovgivning end det her – som man har evalueret efter ganske få år. Så egentlig bare tak til SF for at fremsætte forslaget og for at få rejst den her debat. Vi kommer til at tage debatten hernede i salen om ganske kort tid igen, når vi i Dansk Folkeparti fremsætter et forslag om at få kulegravet hele lovgivningen. Så bare tak for at samle oppositionen om det her vigtige forslag."
Mikkel Bjørn/video_41_start_4-42-20.mp4,"Det kan jeg helt entydigt bekræfte, og så vil jeg sige, at kigger du på historikken over tildelte statsborgerskaber – altså alle de tusindvis af tilfælde af dybt kriminelle mennesker, jeg efterhånden har i mit arkiv oppe på min computer, som vi ikke kan udvise, fordi et uansvarligt folketingsflertal har givet dem statsborgerskab på et eller andet tidspunkt – så har stort set alle sammen har fået statsborgerskab på basis af Venstres, Socialdemokratiets og alle de andre partier end Dansk Folkepartis stemmer her i Folketingssalen. Så jeg synes, at det er noget mærkelig noget at begynde at sige, at Dansk Folkeparti på nogen som helst måde er medansvarlig, når det tværtimod er os, der har sikret de markante stramninger, som alle partier i dag siger at de er rigtig glade for er blevet lavet. Ja, det er takket være Dansk Folkeparti. Det er os, der har fået alle de stramninger igennem. Men det er jo dansk politik: Det er nogle gange teater."
Mikkel Bjørn/video_44_start_3-07-39.mp4,"Jeg ved ikke, hvor jeg skal starte. Ordføreren siger så mange forkerte ting, altså først og fremmest det her med, at det skulle være en ekstra straf, at politiet over for medier eksempelvis skal redegøre for, om det er udlændinge, der har begået en gruppevoldtægt. Det er det eneste, de skal redegøre for, og det står i forslaget, at det ikke skal være personhenførbart. Man skal bare vide, hvem det er, der har begået det. Hvilke typer er mennesker er det, der har begået den her type kriminalitet? For vi ved godt, at særlige typer af personfarlig kriminalitet særlig blivet begået af mellemøstlige indvandrere og ikke så meget af danskere og vestlige indvandrere. Så siger ordføreren, at det her ikke er Folketingets opgave. Jo, det er det da, for som ordføreren selv nævner, siger retsplejelovens § 818 jo, at det kun er i tilfælde, hvor det handler om at identificere en gerningsmand, at politiet skal opgive signalement. Og det er der, hvor vores pointe i Dansk Folkeparti ganske enkelt er, at det er relevant for samfundsdebatten at vide, hvem det er, der begår særlige typer af kriminalitet, når man eksempelvis kan læse en historie om en gruppevoldtægt begået mod en 14-årig pige."
