name,text,duration,start_clock,end_sec,start_sec,start_min,end_min,video_id
Karsten Hønge,Spørgeren.,1.0,16:54:27,14099,14098,3:54:58,3:54:59,44
Mette Thiesen,"Ja, og det er jo det, der er en ret stor usikkerhed om. Selv dygtige forsvarsadvokater, juraprofessorer osv. er ude at sige, at der altså er nogle ting i den her samtykkelov, der gør, at der er en ret stor mulighed for, at der nærmest er en eller anden form for omvendt bevisbyrde, og at der sker decideret justitsmord. Det er jo derfor, vi er nødt til at have den her undersøgelse, også i forhold til at se, hvad det er for en gruppe, der bliver ramt. Er der en større andel af eksempelvis unge mænd under 20 år. Det er jeg ret sikker på der er, men det virker bare ekstremt mærkeligt, at man ikke vil undersøge det nærmere. Det er 3 år siden nu. Hvor lang tid skal der gå?",37.0,16:54:28,14136,14099,3:54:59,3:55:36,44
Karsten Hønge,Ministeren.,0.0,16:55:05,14136,14136,3:55:36,3:55:36,44
Peter Hummelgaard,"Vi er ikke afvisende over for at undersøge noget på noget tidspunkt, men jeg vil bare igen henholde mig til, at jeg synes, det er nogle meget voldsomme ord, der bliver kastet ud i salen her, som justitsmord og andet. Der er jo ikke noget, der tilsiger, at det er tilfældet. Virkeligheden er, og det forstår jeg sådan set også godt, at uddannelsesinstitutioner, familier osv. skal vænne sig til også at have den her samtale med deres børn og unge om, hvad det egentlig er, samtykkebaseret sex indebærer. Men jeg må også være ærlig at sige, at det jo altså heller ikke er et sekund for sent, når det er, at tidsregningen skriver år 2024.",47.0,16:55:05,14183,14136,3:55:36,3:56:23,44
Karsten Hønge,"Der er ikke flere korte bemærkninger. Tak til justitsministeren. Vi går nu i gang med ordførerrækken, og den første, der får ordet, er hr. Bjørn Brandenborg, Socialdemokratiet.",11.0,16:55:52,14194,14183,3:56:23,3:56:34,44
Bjørn Brandenborg,"Tak for det, hr. formand, og tak til forslagsstillerne for at sætte emnet på dagsordenen. Beslutningsforslaget, som vi nu skal behandle, vil pålægge regeringen at igangsætte en ny undersøgelse af gerningsmænd i voldtægtssager. Lad mig starte med at erklære mig enig i grundtanken om, at vi skal sikre, at arbejdet med voldtægtssager sker på et tidssvarende grundlag. I Socialdemokratiet mener vi, at voldtægt er en af de værste og mest alvorlige forbrydelser, vi har, og at voldtægtsområdet skal have højest mulig prioritet og opmærksomhed. Det kan efter omstændighederne godt betyde, at man skal sætte gang i nye initiativer og nye undersøgelser, så vi kan styrke forebyggelsen af og indsatsen mod voldtægter og sikre grundlaget for en retfærdig behandling af voldtægtssager. Men det her lovforslag skal ses i lyset af, at vi for ikke så lang tid siden i 2021 indførte den nye samtykkebaserede bestemmelse i straffeloven, der fundamentalt ændrede den måde, voldtægtssager bliver behandlet på. Bestemmelsen ser ud til grundlæggende at ændre på, hvordan vi som samfund ser på voldtægt og samtykke, hvilket bl.a. så småt viser sig i statistikkerne i form af stigning i antallet af anmeldelser. Hertil kommer, at vi også har sat gang i andre initiativer, som gerne skulle gøre en forskel, bl.a. med den brede aftale om politiet og anklagemyndigheden, som indeholder flere tiltag, der skal styrke indsatsen over for ofre for voldtægt. Så i Socialdemokratiet synes vi, at det på nuværende tidspunkt er for tidligt med en sådan undersøgelse, som forslagsstillerne lægger op til. Der er simpelt hen for mange ting i gang, og datagrundlaget er fortsat for spinkelt, som justitsministeren lige var inde på. Dermed ikke være sagt, at det ikke på et tidspunkt kan blive relevant, for vi er helt enige i, at det er vigtigt, at vores myndigheders arbejde sker på baggrund af tidssvarende viden. Men der skal være tilstrækkeligt med data, før evalueringer og undersøgelser kan give et retvisende billede, og der synes vi ikke vi er på nuværende tidspunkt. Vi kan ikke støtte forslaget. Tak for ordet.",121.0,16:56:03,14315,14194,3:56:34,3:58:35,44
Karsten Hønge,"Den første korte bemærkning er til fru Karina Lorentzen Dehnhardt, SF.",1.0,16:58:04,14316,14315,3:58:35,3:58:36,44
Karina Lorentzen Dehnhardt,"SDU lavede faktisk en interessant undersøgelse, som nu ligger 5-6 år tilbage, og som lige præcis viser, at 58 pct. af de sigtede for voldtægt har en tidligere sigtelse for et seksuelt overgreb bag sig. Det indikerer jo i hvert fald, at der er nogle gengangere, og her er det, at det bliver ekstraordinært interessant for mig at få mere viden omkring den gruppe, fordi det rummer et forebyggelsespotentiale, og jeg synes jo ikke, at målet i sig selv skal være, at vi skal få dømt en masse. Selvfølgelig skal vi dømme dem, der begår en forbrydelse, men målet må jo være at forhindre, at der er nogle, der bliver ofre og bliver udsat for en krænkelse. Og det er jo derfor, jeg synes, det er så vigtigt, at vi får mere viden om de her mænd, og den undersøgelse, vi har, som er mest valid, omhandler domme fra 2000-2002. Det er altså rigtig, rigtig mange år siden. Så kunne det ikke godt give mening at lave en undersøgelse nu, så vi får mere viden om gerningsmændene og vi kan forebygge bedre?",74.0,16:58:05,14390,14316,3:58:36,3:59:50,44
Karsten Hønge,Ordføreren.,1.0,16:59:19,14391,14390,3:59:50,3:59:51,44
Bjørn Brandenborg,"Tak for spørgsmålet, og jeg håber også, at ordføreren hører en imødekommenhed fra min side i forhold til at gøre mere for at blive klogere. Det, som bare er vores udgangspunkt, er, at den nye lovgivning fortsat er for ny til at kunne lave en undersøgelse, som kan give noget data, som i hvert fald er brugbart til at kunne blive klogere på den her dagsorden. Derudover er det jo heller ikke sagt, at den måde, hvorpå man laver en ny undersøgelse, nødvendigvis skal være identisk med den måde, som man gjorde det på i år 2000-2002. Men det, som ordføreren skal høre, er jo, at vi er meget optagede af at gøre noget ved det her område. Det er derfor, vi har været med til at vedtage en lang række initiativer, og at vi følger det, og jeg diskuterer det også, når der er folk, der indkalder til samråd, hvor man mener, at nogle af de initiativer, vi har vedtaget, ikke virker. Men at lave en egentlig undersøgelse, som jo er det, som ordføreren ønsker vi skal lave, inden årets udgang, er det jo så vurderingen ikke er muligt med det datagrundlag, som der er nu.",56.0,16:59:20,14447,14391,3:59:51,4:00:47,44
Karsten Hønge,Spørgeren.,1.0,17:00:16,14448,14447,4:00:47,4:00:48,44
Karina Lorentzen Dehnhardt,"Jeg må sige, at jeg er målløs over det argument, altså hvis det datagrundlag, vi har nu, ikke er godt nok, og hvor det i virkeligheden omfatter flere domme, end man havde fra 2000 og til 2002, hvor langt færre blev sigtet og langt færre blev dømt for voldtægt. Hvis det ikke er godt nok, er det, som ordføreren så nu står og siger, at der er forkerte sigtelser eller forkerte domme? Jeg prøver bare at forstå det. Ordføreren siger, at det grundlag, vi har nu, ikke er godt nok. Hvad er det præcis der er i vejen med det grundlag? Sker der forkerte sigtelser, eller forekommer der forkerte domme? Eller hvad er det, ordføreren prøver at sige, når grundlaget ikke er godt nok til at kunne lave en undersøgelse?",46.0,17:00:17,14494,14448,4:00:48,4:01:34,44
Karsten Hønge,Ordføreren.,0.0,17:01:03,14494,14494,4:01:34,4:01:34,44
Bjørn Brandenborg,"Tak. Jeg synes ikke, at spørgeren lyder målløs, men tak for spørgsmålet. Men det er jo det, som jeg lige sagde i forhold til det forslag, som ordføreren her fremsætter, og som handler om at lave en ny undersøgelse, der med udgangspunkt i en gammel undersøgelse skal være færdig inden årets udgang. Der siger jeg, at man må se det forslag i lyset af, at vi for ikke særlig lang tid siden, altså for et par år siden – jeg tror selv, at ordføreren var ordfører på det forslag – indførte den nye samtykkebaserede bestemmelse i straffeloven, hvad der jo gør, at mange af de sager, der kører nu, er forholdsvis nye. Derfor er der ikke så mange af dem, og derfor venter vi på, at der er et bedre datagrundlag, end der er nu.",38.0,17:01:03,14532,14494,4:01:34,4:02:12,44
Karsten Hønge,"Den næste korte bemærkning er til fru Mette Thiesen, Dansk Folkeparti.",4.0,17:01:41,14536,14532,4:02:12,4:02:16,44
Mette Thiesen,"Tusind tak. Altså, vi kan jo bare konstatere, at den undersøgelse, der ligger, var over en 2-årig periode, og at det er 3 år siden, at samtykkeloven blev indført, så det virker sådan en lille smule grebet i blinde med det argument. Og vi sad faktisk for noget tid siden i et samråd, hvor justitsministeren sammen med hele embedsværket i forbindelse med en helt konkret sag, som jeg læste højt, ikke kunne svare konkret på, om der var samtykke, og når justitsministeren sammen med hele embedsværket ikke kan svare på så simpelt et spørgsmål, hvordan dælen skal en 16-årig dreng så kunne vide det? Så det er jo er en bunden opgave, når man vedtager en lovgivning som den samtykkelov, som blev indført for 3 år siden. Når vi som lovgivere vedtager noget, hvor vi nu ret tydeligt kan se, at der eksempelvis er nogle domme, der udelukkende er baseret på et enkelt udsagn, så er vi simpelt hen nødt til at kigge det igennem. Det er blevet anbefalet af Justitia, og det er blevet anbefalet af flere andre fagpersoner. Hvorfor er det, man fra Socialdemokratiets side og regeringens side er så ekstremt bange for at lave den her undersøgelse for at sikre, at retssikkerheden ikke er i fare?",69.0,17:01:45,14605,14536,4:02:16,4:03:25,44
Karsten Hønge,"Jeg vil lige starte med at minde fru Mette Thiesen om, at brugen af bandeord ligger uden for Folketingets forretningsorden. Ordføreren.",6.0,17:02:54,14611,14605,4:03:25,4:03:31,44
Bjørn Brandenborg,"Tak for det. Jamen der er sådan set ikke noget, vi er bange for, og det er jo fair nok, at man er uenig i, at man skal bruge mere tid til at få undersøgt flere domme. Jeg vidste ikke, at fru Mette Thiesen nu på den korte tid her er blevet tilhænger af, at vi skal have mere viden om den her lovgivning med udgangspunkt i at finde ud af, hvordan vi kan gøre noget. Der er ikke noget, der tyder på, at den kritik, som fru Mette Thiesen rejser i forhold til det her forslag, har noget på sig. Altså, der er både kommet en vurdering fra Rigsadvokaten og fra statsadvokaten, og den er jeg meget, meget tryg ved at læne mig op ad.",34.0,17:03:00,14645,14611,4:03:31,4:04:05,44
Karsten Hønge,Spørgeren.,1.0,17:03:34,14646,14645,4:04:05,4:04:06,44
Mette Thiesen,"Det er jeg overhovedet ikke, fordi det er stikprøver. Så der er ikke noget fuldstændigt grundlag, og det omfatter i øvrigt også kun én part og ikke flere parter, som det burde være, og som der var i den undersøgelse fra 2009. Det her er ikke noget nyt. I Dansk Folkeparti vil vi faktisk gerne have minimumsstraffe, og vi vil gerne have højere straffe for voldtægt, men derfor er vi også nødt til at sikre os, at vi har en voldtægtsbestemmelse, som ikke skaber omvendt bevisbyrde eller decideret justitsmord. Det er jo sådan set derfor, vi er nødt til at kigge på det her område, både i forhold til de anmeldelser, der er i forhold til voldtægt osv., men vi har også bare nogle klare indikationer på, at de unge mænd ikke ved, hvad samtykke er, og at der nok også er en del unge piger, som har svært ved at vurdere, hvornår det egentlig er et overgreb. Og jeg forstår bare ikke, hvorfor man ikke vil undersøge det.",44.0,17:03:35,14690,14646,4:04:06,4:04:50,44
Karsten Hønge,Tak. Så er det ordføreren.,3.0,17:04:19,14693,14690,4:04:50,4:04:53,44
Bjørn Brandenborg,"Tak. Som jeg sagde lige før til den tidligere spørger, er der jo ikke en modstand mod at undersøge det her på et tidspunkt. Det, som ordføreren spørger til, er, om vi kan lave en identisk undersøgelse inden for indeværende år, og der er vurderingen så, at det ikke er muligt. Det betyder ikke, at vi ikke allerede gør en masse forskellige ting, bl.a. de ting, vi har vedtaget i en politiaftale, hvor spørgerens parti jo også er med. Så er jeg ikke enig i, at der er omvendt bevisbyrde. Vi har også haft den her debat af flere omgange, og det er jo ordførerens påstand og alene ordførerens påstand, at der skulle være en ny praksis, hvor der er omvendt bevisbyrde. Det er ikke vurderingen fra nogen af de instanser, vi normalt læner os op ad, bl.a. Rigsadvokaten og statsadvokaten.",38.0,17:04:22,14731,14693,4:04:53,4:05:31,44
Karsten Hønge,"Der er ikke flere korte bemærkninger. Tak til hr. Bjørn Brandenborg, Socialdemokratiet. Den næste ordfører er hr. Preben Bang Henriksen, Venstre.",8.0,17:05:00,14739,14731,4:05:31,4:05:39,44
Preben Bang Henriksen,"Det er altid lidt farligt at kommentere voldtægtssager og voldtægtspolitik, bestemmelser osv., for man får lynhurtigt skudt i skoene, at man ikke tager problemet seriøst, hvis man ikke er af eller anden markant opfattelse på området, og hvis man mener, at tingene kan gøres anderledes, og jeg vil derfor gerne understrege, at vi i Venstre tager det seriøst – ingen tvivl om det. Voldtægt er en forfærdelig forbrydelse, det har andre også været inde på, og jeg skal ikke gentage det her, og jeg skal heller ikke gentage det, som justitsministeren var inde på omkring de undersøgelser, der i kriminologisk forstand er foretaget på det her område. Fru Karina Lorentzen Dehnhardt har fremsat et forslag om en opdateret undersøgelse af gerningspersoner i voldtægtssager, og jeg vil gerne støtte det så langt, at jeg vil sige, at vi skal have en opdateret undersøgelse af voldtægtssagerne, altså ikke bare af gerningspersonerne, men også af alle de andre problemer, der er knyttet til den lovændring, som trådte i kraft den 1. januar 2021. For lige at gøre det op, hvad angår gerningstidspunktet, og hvor mange domme vi har, må vi jo altså sige, at det omfatter voldtægter, der har fundet sted efter den 1. januar 2021, og som måske er pådømt i efteråret 2021 og senere, som kan komme i betragtning. Det er dog et begrænset antal. Men på et tidspunkt skal den her lovgivning evalueres, og det skal den også, når det drejer sig om det, som fru Mette Thiesen var inde på, altså hvad der er et samtykke – der skal vi da se på retspraksis – og om der er omvendt bevisbyrde, som fru Mette Thiesen også indikerer. Jeg vil også sige, at vi har tal for, hvor mange anmeldelser der er, og jeg synes desværre, der er så store tal, og var vi i 2022 ikke oppe på 1.900 anmeldelser? Det er i hvert fald en gevaldig stigning. Kigger vi så på de forhold, der bliver dømt i, så synes jeg, jeg har noteret, at 160 personer er blevet dømt i 580 forhold, og man kan tage til indtægt, at der her er en ualmindelig god lovgivning. Det er også godt, at vi får nogle forbrydere dømt – det er jeg kun tilhænger af – men i forbindelse med den samme undersøgelse synes jeg nok også der var grundlag for at se på, hvad der så er med alle de tilfælde – og der er jo et enormt antal med en difference – hvor politiet ringer på døren lørdag morgen og beder Peter på 16 år om at iklæde sig en dna-dragt og komme med på stationen med stor risiko for at blive varetægtsfængslet på baggrund af en anmeldelse, som politiet måske dårligt nok har haft tid til at undersøge. Altså, politiet tager det her ekstremt seriøst, og det er også derfor, at det foregår på så voldsom en manér. Jeg tror nok, vi skal ind at se på, om det kan laves om. For det kan jo simpelt hen ødelægge en hel familie, og det er gælder jo, hvad enten der er noget eller der ikke er noget i sagen. Så ja, der er her bestemt nogle ting, der skal undersøges, men jeg vil ganske ligesom forgængeren her på talerstolen sige, at vi skal have en generel undersøgelse, men at vi også lige skal have et lidt bedre datagrundlag for det. Tak.",198.0,17:05:08,14937,14739,4:05:39,4:08:57,44
Karsten Hønge,"Første korte bemærkning er til fru Mette Thiesen, Dansk Folkeparti.",4.0,17:08:26,14941,14937,4:08:57,4:09:01,44
Mette Thiesen,"Tusind tak. Og tak for talen. Jeg vil egentlig også godt anerkende, at ordføreren er meget optaget af det her – det ved jeg – og jeg glæder mig også til, at vi i Retsudvalget snart får en høring om det her, som jeg melder mig til at være med til at arrangere, så vi netop får nogle fagfolk ind at tale om det her. Jeg er sådan set også enig med ordføreren i, at vi har en udfordring i, at dem, som falsk anmelder en voldtægt, meget sjældent retsforfølges, og at det faktisk næsten er en gratis omgang. Som ordføreren fuldstændig rigtigt siger, er det voldsomt, og det er også en voldsom samfundsstigmatisering, og der er også eksempler på, at der er nogle, der har siddet varetægtsfængslet meget længe på baggrund af en falsk anmeldelse. Så det er jo et retssikkerhedsmæssigt problem. Men det er egentlig bare en anerkendelse af, at ordføreren står nogenlunde det samme sted, som jeg gør, i forhold til at få sikret, at den her bestemmelse kigges efter i sømmene, og at den måske også bliver ændret, hvis vi vurderer, at der er nogle åbenlyse problematikker.",68.0,17:08:30,15009,14941,4:09:01,4:10:09,44
Karsten Hønge,Ordføreren.,1.0,17:09:38,15010,15009,4:10:09,4:10:10,44
Preben Bang Henriksen,Det giver ikke anledning til bemærkninger.,2.0,17:09:39,15012,15010,4:10:10,4:10:12,44
Karsten Hønge,"Næste korte bemærkning er til fru Karina Lorentzen Dehnhardt, SF.",7.0,17:09:41,15019,15012,4:10:12,4:10:19,44
Karina Lorentzen Dehnhardt,"Jeg vil gerne dvæle lidt ved det her datagrundlag, som tilsyneladende ikke er tilstrækkeligt. Jeg vil bare sige, at 2009-opgørelsen jo også baserede sig på domme fra 2000 til 2002, og i den periode var der 1.264 anmeldelser. Alene i 2022 var der over 1.900 anmeldelser. Så hvor meget datagrundlag skal der til, for at man har samlet nok? Jeg synes jo, det er supermærkeligt, at vi har en offerudsathedsundersøgelse hvert år, hvor vi får en masse at vide om ofrene, men det er dog meget mere interessant at få noget at vide om gerningsmændene, for det er jo der, forebyggelsespotentialet ligger. Derfor vil jeg høre: Hvad er det, der skal til, for at Venstres ordfører har et tilstrækkeligt datagrundlag? Altså, hvor mange domme skal der til, hvor mange anmeldelser skal der til, for at vi har nok?",64.0,17:09:48,15083,15019,4:10:19,4:11:23,44
Karsten Hønge,Ordføreren.,1.0,17:10:52,15084,15083,4:11:23,4:11:24,44
Preben Bang Henriksen,"Jeg kan ikke sætte tal på, men henset til at det er en helt ny lovgivning, som i den grad har givet anledning til spørgsmål rundtomkring, også her i Folketingssalen, vil jeg sige, at det, vi har nu, er for lidt. Jeg gentager: Loven trådte i kraft den 1. januar 2021. Vi skal ind at kigge på de sager, der har været pådømt med et gerningstidspunkt efter den 1. januar 2021, og hvor den så bliver pådømt senere, det vil altså sige efter den nye lovgivning. Og jeg kan ikke forestille mig, at det er et tilstrækkeligt grundlag. Fru Karina Lorentzen Dehnhardt vil gerne have et antal dage på, og det kommer jeg ikke til at sætte på, men på den anden side set synes jeg, at de problemer, der er her, er så voldsomme, at vi bør have et eller andet grundlag inden for et års tid",51.0,17:10:53,15135,15084,4:11:24,4:12:15,44
Karsten Hønge,Spørgeren.,1.0,17:11:44,15136,15135,4:12:15,4:12:16,44
Karina Lorentzen Dehnhardt,"Det bliver sagt flere gange, at det er en ny lovgivning. Ja, men jeg ved ikke, hvad der ligger i, at det er en ny lovgivning. Er det, at det datagrundlag, vi har, ikke er validt nok? Eller er det, vi har, for lidt? Og jeg kan se, at det i virkeligheden er meget mere end det, man havde mellem 2000 og 2002. Så jeg prøver bare at være lidt undersøgende i forhold til det, for jeg synes ikke rigtig, at argumentationen holder. Enten må der ligge i det her med, at det er ny lovgivning, at vi ikke helt har fundet et leje endnu, eller også, at der måske er nogle domme, der er lidt forkerte, eller at der skulle have været dømt flere eller færre. For hvis talgrundlaget er for lille, holder argumentationen i hvert fald ikke, i forhold til hvor meget der skulle til for at lave en undersøgelse i 2002.",46.0,17:11:45,15182,15136,4:12:16,4:13:02,44
Karsten Hønge,Tak. Ordføreren.,1.0,17:12:31,15183,15182,4:13:02,4:13:03,44
Preben Bang Henriksen,"Nu skal jeg ikke gisne om resultatet af en sådan undersøgelse, men det kunne jo være, at resultatet lidt populært sagt blev, at der skal mindre til, for at man bliver dømt for voldtægt. Altså, det kunne jo være en af grundene til, at der er flere, der bliver dømt. Og i så tilfælde vil jeg sige, at så er der i hvert fald grundlag for at sige, at en ny lovgivning også fordrer et ekstraordinært godt grundlag at vurdere den på.",24.0,17:12:32,15207,15183,4:13:03,4:13:27,44
Karsten Hønge,"Der er ikke flere korte bemærkninger. Tak til hr. Preben Bang Henriksen, Venstre. Næste ordfører er hr. Tobias Grotkjær Elmstrøm, Moderaterne.",19.0,17:12:56,15226,15207,4:13:27,4:13:46,44
Tobias Grotkjær Elmstrøm,"Tak for ordet. Med dette beslutningsforslag sætter SF fokus på voldtægtssager, hvilket også har høj prioritering for Moderaterne og hos regeringen. Næst efter drab betragtes voldtægt som en af de mest alvorlige forbrydelser, man kan begå mod et andet menneske. Voldtægt er en grov krænkelse af den seksuelle selvbestemmelsesret. Ofre for voldtægt skal leve med de både fysiske og psykiske ar på sjælen resten af livet. Derfor skal vi arbejde målrettet mod at forebygge voldtægtsforbrydelser, så vi kan få så vendt den triste udvikling med et stigende antal forbrydelser. I 2010 var der 398 anmeldelser af voldtægt; i 2022 var der 1.780 anmeldelser – en betragtelig stigning. I fremsættelsesteksten til forslaget kan jeg læse, at SF er bekymret for, at det forebyggende arbejde og politiets efterforskning sker på baggrund af et forældet vidensgrundlag, og det er jo særlig med fokus på, at den undersøgelse omkring gerningsmænd i voldtægtssager er tilbage fra 2009. Derudover lægger SF også vægt på, at politiet plus anklagemyndigheden i den forbindelse risikerer at træffe nogle forkerte afgørelser som følge af manglende opdateret viden. Den bekymring deler vi ikke i Moderaterne; vi synes tværtimod, at politiet har fået større fokus på og også vidensgrundlag, efter at samtykkelovgivningen omkring voldtægt trådte i kraft i 2021. Vi har med den nye flerårsaftale for politiet og anklagemyndigheden netop sat fokus på at oprette specialiserede teams hos politiet med psykologer, kriminologer og socialrådgivere og også med en særlig uddannelse for politiet. Derudover har man også i flerårsaftalen faktisk ansat 125 politibetjente mere, som særlig kender til kompleksiteten i voldtægtssager. Vi mener ikke, at man kan konkludere, at politiets vidensgrundlag er forældet, fordi vi har så gammel en undersøgelse, der ligger tilbage fra 2009. Som jeg indledte med at sige, anerkender vi fuldt ud intentionen bag SF's forslag. Politiet skal have de bedste forudsætninger for at håndtere voldtægtssager og efterforskninger, og vi skal forebygge og undgå voldtægtssager. Men vi anerkender ikke, at politiets vidensgrundlag skulle være forældet, og derfor kan vi ikke bakke op om beslutningsforslaget.",143.0,17:13:15,15369,15226,4:13:46,4:16:09,44
Karsten Hønge,"Første korte bemærkning er til fru Mette Thiesen, Dansk Folkeparti.",13.0,17:15:38,15382,15369,4:16:09,4:16:22,44
Mette Thiesen,"Tusind tak. Det kommer jo ikke helt bag på mig, at det tredje regeringsparti nu også siger, at de ikke støtter forslaget, desværre. Jeg synes jo, det er rigtig ærgerligt, i særdeleshed fordi der er kommet en ny lov, hvor man reelt set kan være i tvivl om, om der sker nogle retssikkerhedsmæssige brister i forhold til de sager, jeg i hvert fald har hørt om. Det undrer mig egentlig meget, at man bliver ved med at nævne det her med – jeg kan også høre, at SF's ordfører siger præcis det samme – at man ikke vil tage det datagrundlag, vi har allerede på nuværende tidspunkt, hvilket er rigeligt, i hvert fald i forhold til den undersøgelse, vi lavede lavet tidligere, og få kigget grundigt på det. Det her er jo noget, hvor bl.a. Justitia, men også forsvarsadvokater, juraprofessorer osv. har været ude at sige, at der altså er en problematik i forhold til den her lovgivning. Som jeg også sagde før, da vi sad til det samråd, kunne justitsministeren med det samlede embedsværk ikke engang svare på, om der i en konkret sag var samtykke eller ej. Mener ordføreren og Moderaterne reelt set ikke, at der er brug for, at vi får kulegravet den her lovgivning?",70.0,17:15:51,15452,15382,4:16:22,4:17:32,44
Karsten Hønge,Ordføreren.,1.0,17:17:01,15453,15452,4:17:32,4:17:33,44
Tobias Grotkjær Elmstrøm,"Jo, det er jeg fuldstændig enig i. Altså, loven er jo fra 2021, så den er jo ikke så gammel. Det handler jo meget om, hvornår den her undersøgelse om gerningsmænd i voldtægtssager skal iværksættes, og der er regeringen også enig i, at det skal der kigges på. Vi er jo så bare lidt uenige omkring tidspunktet for, hvornår den skal iværksættes. Samtykkelovgivningen er fra 2021, og så er det klart, at man selvfølgelig skal se på de domme, der ligger efter 2021. Inden der ligesom er sket anmeldelser, inden de har været for domstolene, går der tid, og vi ved jo alle, at der er lange sagsbehandlingstider ved domstolene. Men jeg mener, at der skal være flere domme, før man grundigt kan tage stilling til, om der er brister i samtykkelovgivningen. Og så har det også noget at gøre med, hvor retspraksis lægger sig, for det er jo lige så vigtigt, at forarbejdet og datagrundlaget er til stede, i forhold til at se på, om der er brister lovgivningen.",61.0,17:17:02,15514,15453,4:17:33,4:18:34,44
Karsten Hønge,Spørgeren.,0.0,17:18:03,15514,15514,4:18:34,4:18:34,44
Mette Thiesen,"Er ordføreren i så fald uenig i forhold til Justitias anbefaling eksempelvis, som jeg sådan set også synes er ganske fornuftig? Altså at man netop både før og efter lovændringen foretager en undersøgelse af sager, der afsluttes uden retssag. Det er ikke bare domme. Vi er nødt til at kigge på alle anmeldelser osv. og lave den her meget, meget brede vurdering, som det her forslag jo også går ud på. Altså, hvad er det for nogle gerningsmænd nu? Der er sket en stigning i forhold til anmeldte voldtægter. Hvem er gerningsmændene nu? Jeg tror sådan set, at vi eller de fleste andre ville få øjnene op for, hvad det er for en gruppe, det er nu. Hvorfor er det, man ikke mener, at det her er vigtigt lige nu?",45.0,17:18:03,15559,15514,4:18:34,4:19:19,44
Karsten Hønge,Ja tak. Vi går nu over til besvarelsen. Ordføreren.,0.0,17:18:48,15559,15559,4:19:19,4:19:19,44
Tobias Grotkjær Elmstrøm,"Det er jo ikke kun de domfældte. Det er også de sigtede og de tiltalte, man skal kigge på, og det skal også være en del af grundlaget for en eventuel undersøgelse. Så jeg anerkender det egentlig. Det er jeg enig i, altså at det også skal med.",15.0,17:18:48,15574,15559,4:19:19,4:19:34,44
Karsten Hønge,"Den næste korte bemærkning er til fru Karina Lorentzen Dehnhardt, SF.",3.0,17:19:03,15577,15574,4:19:34,4:19:37,44
Karina Lorentzen Dehnhardt,"Hvis man ikke vidste bedre, skulle man næsten have troet, at Moderaternes ordfører havde fået en kopi af justitsministerens tale. Det er i hvert fald de samme initiativer, der bliver nævnt, og i øvrigt også dem, som SF fik ind i politiforliget, fordi vi faktisk mener det alvorligt, når vi tænker i forebyggelse. Men det ændrer jo ikke ved, at den indsats, der er i politiet, er meget reaktiv. Tænk, hvis vi kunne komme foran og faktisk starte med at forebygge ved at få mere viden om gerningsmændene. Jeg tror ikke på, at vi, hvis jeg stiller et spørgsmål til justitsministeren om, hvilken viden vi har om dem i en nutidig kontekst, vil få et svar ud af de særlige teams og alt det andet herlige, som ordføreren nævner, altså at det har vi en masse viden om. For det har man selvfølgelig ikke undersøgt endnu. Så synes Moderaternes ordfører ikke, at det er en lille smule mærkeligt, at vi har en offerudsathedsundersøgelse – hvert eneste år spørger vi ofrene – men vi faktisk ikke rigtig ved noget om gerningsmændene endnu?",62.0,17:19:06,15639,15577,4:19:37,4:20:39,44
Karsten Hønge,Ordføreren.,0.0,17:20:08,15639,15639,4:20:39,4:20:39,44
Tobias Grotkjær Elmstrøm,"Jeg vil ikke sige, at jeg synes, det er underligt. Jeg synes, det er vigtigt, at vi laver en undersøgelse om ofre hvert år, og jeg anerkender også, at vi skal have en undersøgelse om gerningsmændene i voldtægtssager, særlig på baggrund af den nye samtykkelovgivning, som vi skal se efter i sømmene. Så jeg anerkender, at vi skal have en undersøgelse. Jeg anerkender bare ikke, at vi skal have iværksat en undersøgelse i dette år.",21.0,17:20:08,15660,15639,4:20:39,4:21:00,44
Karsten Hønge,Spørgeren.,0.0,17:20:29,15660,15660,4:21:00,4:21:00,44
Karina Lorentzen Dehnhardt,"Det virker helt ærligt, som om det her er et godt forslag, men at man har bestemt sig for, at det synes man bare ikke at man vil give mig ret i at det er og så iværksætte det her. Fakta er, at vi har langt flere anmeldelser, at vi har langt flere domme, og at vi allerede kunne undersøge det her. Og det er jo faktisk sådan, at Det Kriminalpræventive Råd allerede har undersøgt synet på samtykke og voldtægtsmyter, siden den nye samtykkelov er trådt i kraft. Der havde man åbenbart et datagrundlag, som var stort nok til at lave undersøgelser, men her er det åbenbart for lille eller ugyldigt, eller jeg ved ikke, hvad det er, der er regeringens svar.",44.0,17:20:29,15704,15660,4:21:00,4:21:44,44
Karsten Hønge,Ja tak. Vi går over til besvarelsen. Ordføreren.,1.0,17:21:13,15705,15704,4:21:44,4:21:45,44
Tobias Grotkjær Elmstrøm,"Jeg er ked af, at spørgeren tager det personligt, at vi stemmer nej til beslutningsforslaget. Jeg synes faktisk, at vi anerkender vigtigheden af beslutningsforslaget; vi anerkender vigtigheden af, at vi skal have lavet en undersøgelse af gerningsmænd i voldtægtssager, for det er uhyre vigtigt, at vi får set samtykkelovgivningen efter i sømmene, også for så vidt angår gerningsmanden.",20.0,17:21:14,15725,15705,4:21:45,4:22:05,44
