name,text,duration,start_clock,end_sec,start_sec,start_min,end_min,video_id
Søren Gade,Ordføreren.,2.0,13:56:27,3419,3417,0:56:57,0:56:59,40
Kim Edberg Andersen,"Nu er jeg også selv blevet akademiker sent i livet heldigvis, og jeg var håndværker først. Jeg vil gerne se den dør, der er sat op uden søm og skruer. Det trick ville jeg stadig væk gerne have lært, for det er der. Det er måden, man monterer tingene på, så de skal jo fjernes. Så hvis du på et tidspunkt skal genbruge et spær, som godt kan genbruges en til en, hvis det er godt træ, skal du have sømmene ud, og med hensyn til sådan nogle gamle søm på 10 tommer, der er godt rustne, vil jeg sige held og lykke med det, for det kræver det, uden det skal være utilfredsstillende. Så jeg bliver bare nødt til at sige, at det ikke er gennemtænkt. Tanken er god, vi vil gerne derhen, og vi ved, at vi især kommer til at mangle rigtig meget grus, men det er det, vi bruger nu. Vi tager test af asbest, inden vi tager noget ned. Asbest er også i fliselim, som fra gammel tid blev brugt i forbindelse med klinker. Maling fra før 1968 skal sandblæses ned og til deponi, så der er masser af ting, vi gør i forvejen. Det, jeg bare siger, er, at det her er meget, meget vidtgående, og det er ikke særlig gennemtænkt.",62.0,13:56:29,3481,3419,0:56:59,0:58:01,40
Søren Gade,"Fru Marianne Bigum, Socialistisk Folkeparti.",2.0,13:57:31,3483,3481,0:58:01,0:58:03,40
Marianne Bigum,"Tak. Jeg vil bare sige, at det ikke er noget, vi nødvendigvis gør i forvejen, men det er noget, vi burde gøre i forvejen. Jeg hører også, at det tit ikke er det, vi gør. Det er ikke en kultur, vi har etableret godt nok i forhold til at få fjernet de her ting godt nok, og det er jo noget af det, som lovforslaget vil gå ind og gøre noget ved. Jeg anerkender, at vi skal tage arbejdsmiljø fuldstændig seriøst, også i det her tilfælde, og det tænker jeg også ligger i det. Mit spørgsmål til ordføreren er her, om ordføreren slet ikke ser nogen muligheder også for godt håndværk i den her nye byggekultur, vi er i gang med at opbygge?",31.0,13:57:33,3514,3483,0:58:03,0:58:34,40
Søren Gade,Ordføreren.,1.0,13:58:04,3515,3514,0:58:34,0:58:35,40
Kim Edberg Andersen,"Det er jo ikke bedre håndværk, at du kan finde ud af at mure med en gammel sten i forhold til en ny sten, for håndværket er det samme. Det bliver jeg nødt til at sige. Jeg har lagt mange af dem, og håndværket er det samme. Virkeligheden er jo bare, at de bliver porøse, når de har været ydre facadesten i nogle år, så held og lykke med at få et hus til at holde i 100 år med gamle sten. Men jeg bliver bare nødt til at sige, at vi allerede nu har et regelsæt for asbest og for farlige materialer, men hvis det så ikke bliver overholdt med den lovgivning, der er nu, skal vi håndhæve den lovgivning. Nu kommer der en ny lovgivning, der er meget, meget vidtgående, og det, jeg faktisk er allermest bekymret for, er, at der er en husejer, der lige pludselig står med en kæmpemæssig regning for at få revet noget ned, som vi hiver ned over hovedet på dem. Det er bare det, der er min store bekymring. Det primære, jeg vil sige, er: Lad os nu friholde almindelige husejere, altså ganske almindelige enfamiliehuse. Jeg bor på landet, og til det der med 250 m2vil jeg sige, at jeg har meget mere end 250 m2i mit hovedhus, så jeg kan ikke se, hvorfor jeg skal stilles dårligere i lovgivningen end alle andre.",57.0,13:58:05,3572,3515,0:58:35,0:59:32,40
Søren Gade,"Fru Anne Paulin, Socialdemokratiet. Værsgo.",2.0,13:59:02,3574,3572,0:59:32,0:59:34,40
Anne Paulin,"Tak for det. Nu siger ordføreren det her med, at det her lovforslag nok ser bedst ud set med akademikerens øjne. Altså, ordføreren refererer selv til at have læst i høringsnotatet, og heri står der jo netop, at dem, der repræsenterer byggeriet, er meget positive over for det her. Der står også, at 3F, som jo så repræsenterer mange af de konkrete medarbejdere, der arbejder på det her område, også er meget positive over for det her lovforslag. Så hvorfor siger ordføreren, at det her kun er noget, som akademikere kan finde interessant, når dem, der rent faktisk repræsenterer branchen og repræsenterer de mennesker, der skal udføre opgaven, udtrykker sig positivt i det her høringsnotat?",46.0,13:59:04,3620,3574,0:59:34,1:00:20,40
Søren Gade,Ordføreren.,5.0,13:59:50,3625,3620,1:00:20,1:00:25,40
Kim Edberg Andersen,"Fordi lige så snart vi snakker miljø og genanvendelse og CO2-besparelser, får vi jo at vide, at ellers dør baby. Og virkeligheden er bare, at vi ikke har været ude at spørge husejernes forening om, hvordan de har det med det. Altså, vi har jo ikke været ude at spørge folk, om de er klar til at lægge de penge til side, det koster at få noget fjernet på den her måde. Det, jeg er bekymret for ved det her, er, at markedet ikke er der til at aftage materialerne. Og det er det ikke. Altså, det er der for mursten og sådan noget, for dem er der penge i. Men i forhold til de andre byggematerialer vil jeg sige, at hvis ikke der er et marked for det, står en husejer, der bliver nødt til at rive noget ned, med en kæmpe ekstraregning. Det er det, der er min bekymring. Det er faktisk ikke intentionen i det, for jeg er fuldstændig med på intentionen. Det er bekymringen for, hvor regningen ender. Jeg bliver også nødt til at sige, at når jeg ser de der svar, læser jeg det også – og det er selvfølgelig også, fordi jeg er farvet af det – som om dem, der er meget, meget interesseret i at få konsulenter, der kan lave de her ting, er de samme mennesker, som kan have dem ansat. Så læste jeg faktisk også, at 3F er positive. Ja, men jeg læste også, at de så også synes, at dem, der skulle være i stand til at gøre det, skulle have noget, der svarer til nogle amu-kurser. Og så er vi igen fedtet ind i, at så er der nogle, der har noget. Jeg er simpelt hen bange for, at der er for mange interessenter fedtet ind i det og for få håndværkere.",65.0,13:59:55,3690,3625,1:00:25,1:01:30,40
Søren Gade,Fru Anne Paulin.,5.0,14:01:00,3695,3690,1:01:30,1:01:35,40
Anne Paulin,"Jeg er sådan set enig i, at markedet for genanvendte materialer jo ikke er stort nok i dag. Men hvis der er noget, som vi ved fra vores historie med miljølovgivning i Danmark, så er det netop, at den regulering, som vi laver her i huset, kan være med til at sætte gang i større markeder og kan være med til at drive efterspørgsel. Så anerkender ordføreren ikke også, at hvis vi sætter nogle regler for det her herinde i Folketinget, kan vi jo netop også være med til at få skabt et større marked for meget mere bæredygtige byggematerialer?",30.0,14:01:05,3725,3695,1:01:35,1:02:05,40
Søren Gade,Ordføreren.,2.0,14:01:35,3727,3725,1:02:05,1:02:07,40
Kim Edberg Andersen,"Der er ingen tvivl om, at hvis vi lægger lovrammer ned over folk, agerer de forhåbentlig inden for loven – de fleste af dem. Og så bliver der jo et marked. Men i høringssvarene er der faktisk også nogle, der fortæller – jeg tror, det er FRI, hedder de ikke det? – at de er meget bekymrede for, om ikke der kommer meget mere deponi. Og virkeligheden er, at hvis ikke der er nogen, der vil bygge med de gamle materialer, så får vi det bare på deponiet. Så bliver det selvfølgelig sorteret i fraktioner først. Men så kommer det på deponi alligevel, og det er jo ikke det, vi ønsker. Vi ønsker, at det her bliver genbrugt, enten til noget visuelt smukt eller til noget praktisk. Og igen vil jeg sige, at grus kommer vi til at mangle lige om lidt.",33.0,14:01:37,3760,3727,1:02:07,1:02:40,40
Søren Gade,"Tak for det. Der er ikke flere korte bemærkninger, så vi siger tak til hr. Kim Edberg Andersen fra Nye Borgerlige. Det afsluttede ordførerrækken, og jeg giver derfor ordet til miljøministeren.",15.0,14:02:10,3775,3760,1:02:40,1:02:55,40
Magnus Heunicke,"Der er ingen tvivl om, at det her forslag simpelt hen er bydende nødvendigt. Det handler om byggebranchen, som skal arbejde mere cirkulært, og som skal arbejde mere bæredygtigt. For hvis man ser på byggebranchen i dag, er det sådan, at 30 pct. af alt det sand og grus, vi hiver op – jomfrueligt materiale, som vi jo ikke har ubegrænsede ressourcer af – anvendes i byggebranchen. Det kan vi selvfølgelig ikke blive ved med. Når vi ser på Danmarks samlede affaldsmængder, kommer 45 pct. fra byggebranchen. Den står for cirka 5 millioner t årligt. Det kan vi heller ikke blive ved med. Og når man så ser på klimaaftrykket, kan man se, at med det her forslag og med indførelsen af selektiv nedrivning, så vil vi på globalt plan reducere CO2-udledningen med 60.000 t om året. Så på klimaområdet og på råstofområdet i forhold til det med, at vi bliver ved og ved med at bruge jomfrueligt materiale – man bruger det kun en gang, og derefter river man det ned og smider det ud – vil jeg sige: Det går ikke på den måde. Vi kan ikke fortsætte på den måde, og det er det, der er kernen i det her forslag. Så er der en del ordførere, der har spurgt om, hvorfor det så er noget, vi indfører i etaper. Den klare årsag er, at der desværre ikke findes store systemer og markeder til at håndtere det her endnu, og nedrivningsfirmaerne er også i gang med at lære, hvordan man skal gå til den her opgave. Jeg havde møde med en virksomhed her for noget tid siden, og de havde en mursten med. Jeg ved, at man ikke må tage ting med her på talerstolen, men I må forestille jer, at jeg står med en brugt mursten her. Den var blevet nedrevet og afpudset og var klar til at blive bygget med igen, og alle ved, at arkitekter elsker brugte mursten, for det giver jo ånd og sjæl til sådan nogle byggerier. Det er meget, meget flot og lækkert. Problemet er, at der ikke er nogen systemer til at gøre det her, og hvor en ny mursten koster en 3-4 kr. for den billigste, koster de brugte mursten rask væk 8, 10, 15, 16 kr. per mursten, og det vil sige, at man som bygherre skal bruge enormt mange ekstra midler på at gøre det, vi har brug for, nemlig at genanvende. Hvorfor det? Fordi der slet ikke er gang i genanvendelse og den cirkulære økonomi endnu inden for byggeriet. Så er det billigere at gøre hvad? Det vi ikke skal gøre, nemlig at hive sand og grus op og få det brændt til mursten på teglværker, og så tager man de helt nye. Når man river ned, er det i øvrigt også billigere at kvase det og bruge det til vejfyld og sådan nogle ting. Før man gør det, skal man overveje, om det ikke kan lade sig gøre at bruge det igen. Det er sådan set det, det her forslag handler om, og derfor er det et forslag, hvor man i høringssvarene kan se, at der er enormt stor interesse for det. Og i og med at vores forsyningskæder jo er globale, er der heller ingen tvivl om, at det vil være hamrende stærkt for dansk erhvervsliv at gå videre ad den her vej. Der er selvfølgelig krav i dag, men der er ikke er krav til det, der er det fundamentale, nemlig selektiv nedrivning, altså at man undervejs i nedrivningen selekterer og sorterer og sikrer ting, i forhold til hvad der kan bruges og hvad der ikke kan bruges. Vi ved, at der i vores byggerier er alle mulige øvrige materialer, som man så river ned i dag, og hele bunken bliver så ubrugelig og kan ikke genanvendes, og man risikerer jo også, at der er nogle problematiske stoffer, som så ligger dernede, og de kan selvfølgelig ikke recirkuleres i nyt materiale og i nyt byggeri. Det er ikke sådan, at der i dag ikke er ønske om at få det gjort. Det er der et kæmpe ønske om, og vi har haft hørt gode eksempler i form af både personlige eksempler og eksempler på nogle byggerier, som faktisk er lykkedes. Jeg støtter hver eneste af dem, men vi kan ikke kun basere os på frivillighed og gode intentioner. I dag er selektiv nedrivning hundrede procent frivilligt og hundrede procent ud fra nogle vejledninger, og der kan vi jo se, at det slet ikke er nok til at få gang i den udvikling, der skal til. Derfor er vi nødt til at også at stille nogle krav til, hvordan man skal arbejde som virksomhed og stille nogle krav til, hvad man skal som bygherre, og hvornår man så skal være omfattet. Der er et par stykker, der så har spurgt om, hvorfor vi starter med de her 250 kvadratmeters byggerier, og hvorfor vi ikke starter med parcelhusene, som typisk vil være mindre. Der vil jeg bare tilkendegive, at nu starter vi med det her, og det er, fordi vi altså skal løbe en udvikling i gang, som ikke findes, og få en læring, som ikke er der. Der er mange virksomheder, hvor man skal i gang med at tage en uddannelse og blive autoriserede, så de kan løfte den opgave her, og så følger vi den udvikling meget, meget nøje og bliver vejledt af både virksomheder og grønne organisationer. Og så vil jeg selvfølgelig dele med aftalekredsen, hvad der så bliver næste fase, og hvornår det vil være muligt at tage næste fase. For det her er startskuddet til en grøn transformation af en vigtig del af vores klimaaftryk og vores miljøaftryk, nemlig byggebranchen. Det gode i det er, at byggebranchen selv er interesseret og selv vil være med. Så det er ikke Christiansborg, der står her og slår nogen oven i hovedet. Det er Christiansborg, der stille nogle krav, men det er nogle krav, som efterspørges af industrien, så det ikke kun handler om at konkurrere på lavest kvalitet og lavest pris, men at konkurrere på bedst mulig cirkulær genbrug af byggematerialer og den kvalitet, der er i det. Derfor skal mine slutord være, at det her er et eksempel, men der er jo mange eksempler på, at i forhold til det, vi indtil nu har betragtet som affald, fordi vi bare kunne tage nye ressourcer op som af en uudtømmelig kilde i naturen, der bliver det fremover sådan, at det, der i går var affald, er morgendagens ressourcer, og dem skal vi bruge klogt og rigtigt. Det her er jo ikke det sidste, der skal ske, men det er et vigtigt skridt fremad, og jeg ser frem til at behandle det her lovforslag sammen med udvalget og frem til ikke mindst at se det i praksis. I en tid, hvor ressourcerne er knappe, og hvor vi skal passe på vores miljø og vores natur, skal vi sikre, at vi genbruger og genanvender langt mere.",409.0,14:02:25,4184,3775,1:02:55,1:09:44,40
Søren Gade,"Tak for det. Der er foreløbig to til korte bemærkninger. Hr. Søren Egge Rasmussen fra Enhedslisten, værsgo.",4.0,14:09:14,4188,4184,1:09:44,1:09:48,40
Søren Egge Rasmussen,"Tak. Der var nogle gode intentioner i ministerens tale, og jeg vil jo gerne hjælpe miljøministeren til at være en rigtig miljøminister og ikke sådan en københavnsk version af Smadremanden, hvor mest mulig genbrugt byggemateriale bliver til vejfyld, sådan som det er situationen nu. Altså, vi skal frem til, at der bliver udviklet på det her. Ministeren siger, at det er et plus, at vi nu er kommet frem til, at der skal være autorisation på at lave det her nedbrydningsarbejde. Der er jo meget stor forskel på, om man skal nedbryde en femetagers bygning inde i byen med naboer lige ved siden af, eller om man vælger at skulle genbruge byggematerialer fra et parcelhus, hvor der er langt til naboen, og hvor man kan bruge noget mere simpelt materiel. Jeg synes egentlig, det er nogle af de nemme løsninger, man fravælger ved at sætte den her grænse på 250 m², for hvis man skulle starte med det, der er nemmest, så var det da at tage de bygninger, som er lavest. Derfor synes jeg, det er rigtig ærgerligt, at man er endt på de her 250 m². Så jeg håber da, at ministeren vil være med til at kigge på, om det er en rigtig grænse, og at det ikke bare noget med, at nu har vi en bekendtgørelse, som ministeren engang – hvem der nu måtte være minister engang – kan komme med nye regler til. Hvorfor ikke fastlægge nu, at der skal laves regler for bygninger på 250 m²?",71.0,14:09:18,4259,4188,1:09:48,1:10:59,40
Søren Gade,Ministeren.,1.0,14:10:29,4260,4259,1:10:59,1:11:00,40
Magnus Heunicke,"Den her grænse er jo også en grænse, som har været anvendt i de miljørapporter, som er lavet forud, og som branchen jo har været involveret i udarbejdelsen af. Når der så er en bemyndigelse til at gå længere, er det jo, fordi der også er en politisk aftalekreds om den cirkulære ændring af den her branche, og det er den aftalekreds, som selvfølgelig vil blive orienteret om, hvordan udviklingen går, og selvfølgelig også om, hvis vi skal aftale de næste skridt. På den måde er det jo korrekt, at det er ministeren, der så har ansvaret for at udmønte det, der så til den tid formentlig vil være en bekendtgørelse. Men selvfølgelig vil Folketinget blive orienteret, og jeg skal nok også sikre mig, at orienteringen om, hvordan det går, ikke kun er til aftalekredsen, men også til de partier, som ikke er med eller er trådt ud af aftalekredsen, altså en orientering om og en status på, hvordan det går med at få det her løbet i gang.",54.0,14:10:30,4314,4260,1:11:00,1:11:54,40
Søren Gade,Hr. Søren Egge Rasmussen.,2.0,14:11:24,4316,4314,1:11:54,1:11:56,40
Søren Egge Rasmussen,"Jamen jeg er godt klar over, at der er en aftalekreds omkring den her liberalisering af affaldssektoren og andre hjørner. Der ligger så i den aftale nogle små hjørner, der er rigtig fornuftige, om at øge genbruget. Men når nu ministeren har lavet det lovforslag og det har været i høring og der er en masse høringssvar, som sådan set efterspørger, at det her lovforslag også burde gælde nogle mindre bygninger, så har man vel ret til at læse de høringssvar og sige: Det var da en fornuftig kommentar, der kom der – vi må hellere ændre i lovforslaget? Synes ministeren ikke, at det er sådan lidt markant, hvor mange der egentlig ønsker, at der skal være en lavere grænse?",33.0,14:11:26,4349,4316,1:11:56,1:12:29,40
Søren Gade,Ministeren.,4.0,14:11:59,4353,4349,1:12:29,1:12:33,40
Magnus Heunicke,"Det synes jeg faktisk også er meget positivt, altså at der er et ønske om at gå videre og komme så langt som muligt. Vi må også bare erkende i dag, at det marked til at rense op og genbruge murstenene og vinduesrammerne og dobbeltdørene og de andre ting, vi har hørt om i dag, jo skal i gang, og de virksomheder skal i gang. Det er slet ikke på nogen måde noget, der har en volumen nu, hvor man kan begynde at aftage byggeaffald. Derfor er det for at tilkendegive, at det for regeringen og især for mig er første skridt i nogle etaper, og at vi skal videre. Det betyder, at vi skal længere ned senere hen – men først skal det løbes i gang.",35.0,14:12:03,4388,4353,1:12:33,1:13:08,40
Søren Gade,"Hr. Kim Edberg Andersen, Nye Borgerlige. Værsgo.",2.0,14:12:38,4390,4388,1:13:08,1:13:10,40
Kim Edberg Andersen,"Tak for det. Det kan godt være, at det er, fordi jeg kommer fra et område, hvor et enfamilieshus ikke nødvendigvis er et eller andet bette et på 250 m². For jeg hører jo ministeren fortælle, at det er enfamilieshusene, man har tænkt på, altså at det er parcelhusene, tror jeg ministeren sagde, man holder ude af det. Men ude på landet har jeg vel på en god dag 400 hovedhuse. Men jeg kan få lov at rive alle mine lader ned, for de er på under 250 m², uden det her. Vil ministeren ikke være med til at ændre ordlyden i det her, sådan at vi snakker enfamilieshuse eller sådan, at vi snakker ind i en fællesmængde af mennesker, der bor i huse, både store og små, og så kan vi snakke tofamilieshuse eller erhverv, indtil markedet er der? For det, der er problemet for mig, er jo den kæmpe ekstraregning, det bliver for en familie at skulle have revet noget ned nu, inden markedet er der, for når markedet er der, er der jo en værdi i de materialer, man får skilt ad. Så holder man dem skadesløse. Er ministeren villig til at se på, at man gør det, i stedet for at man siger 250 m², fordi man her på Sjælland slet ikke kan forestille sig, at nogle af os har mere plads, og derfor bare siger enfamilieshuse – altså holder danskerne, ganske almindelige danskere ude af det?",62.0,14:12:40,4452,4390,1:13:10,1:14:12,40
Søren Gade,Ministeren.,2.0,14:13:42,4454,4452,1:14:12,1:14:14,40
Magnus Heunicke,"Nej. Nu er der så et pres fra den anden fløj her. Jeg står fast på mit synspunkt, og det gør jeg – det ligger faktisk også lidt i spørgerens kommentar og begrundelse for spørgsmålet – for i forhold til enfamilieshuse kan man jo spørge: Hvad så med tofamilieshuse? Jeg synes ikke, der er meget logik i at gå den vej. For mig at se vil logikken være – og det vil også være den rettesnor, jeg synes vi skal følge fremover, når vi skal videre ad den vej, når markedet er bygget op, og det er vi jo så enige om, og der bliver nogle værdier – at der faktisk kan være en værdi i at sælge det videre, man får brudt ned på sin grund. Men der vil det være min indstilling, at det også vil gælde kvadratmeter. Nu er det så startet med 250 m², men når man vil gå længere ned, vil det, synes jeg, være klogest og det reneste snit og nemmest at forstå for alle håndværkere, nedrivningsvirksomheder, grundejere osv. med kvadratmeterreglen, og den synes jeg vi skal holde fast i.",55.0,14:13:44,4509,4454,1:14:14,1:15:09,40
Søren Gade,Hr. Kim Edberg Andersen.,2.0,14:14:39,4511,4509,1:15:09,1:15:11,40
Kim Edberg Andersen,"Jamen jeg bliver nødt til at hjælpe ministeren, for det er det nemmeste i verden at finde ud af, om noget er registreret som et enfamilieshus eller ej. Det er bare at gå ind på OIS.dk, og der står det. Det så er det første, som håndværkere slår op i for at finde ud af, om de skal køre efter det ene regelsæt eller efter det andet. Det, man gør nu, er, at man fritager nogle, som bor i små huse, for en regning – sikkert i nogle vælgerkredse her på Sjælland – og så rammer man igen nogle mennesker uden for byerne. Hvis det er meningen, at parcelhusene skal holdes ude, er det vel familiernes hjem, der skal holdes ude. Og min bekymring går på, at det bliver så voldsomt dyrt at drive noget ned nu – det bliver så voldsomt dyrt, minister, at du kommer til at have nogle, der kommer til at være stavnsbundne, fordi de ikke har råd til at rive ned. Så må de bo i det gamle. Og det er i hvert fald ikke godt i forhold til CO2'en.",42.0,14:14:41,4553,4511,1:15:11,1:15:53,40
Søren Gade,Ministeren.,2.0,14:15:23,4555,4553,1:15:53,1:15:55,40
Magnus Heunicke,"Jeg tror, vi lige skal ned i niveau i forhold til at male skræmmebilleder op om, hvor voldsomt dyrt det bliver. Det her efterspørges af nedrivningsbranchen, og det efterspørges af byggebranchen, og de kan se en værdi i det, som vi i øjeblikket ikke får gavn af, en værdi, som jo også vil betyde, at de materialer, der ligger i vores bygninger – det kan være gamle mursten eller døre eller vinduer eller tegl eller andet – kan sælges videre til nogle andre, der kan bruge dem. Og derfor er det for mig at se noget, som også vil være fornuftigt for dem, der har ejerskabet af den bolig.",34.0,14:15:25,4589,4555,1:15:55,1:16:29,40
Søren Gade,"Tak til ministeren. Da der ikke er flere, som har bedt om ordet, er forhandlingen sluttet. Det er vedtaget.",13.0,14:15:59,4602,4589,1:16:29,1:16:42,40
Søren Gade,"Den første, der får ordet, er ordføreren for forslagsstillerne, fru Lotte Rod, Radikale Venstre, for at give en begrundelse for forslaget. Værsgo.",25.0,14:16:12,4627,4602,1:16:42,1:17:07,40
Lotte Rod,"Tak for det, formand. Jeg har virkelig glædet mig til den her sag. Det er et forslag, som er skrevet af en række engagerede radikale kommunalpolitikere, som jeg så som kommunalordfører har mulighed for at rejse her i Folketingssalen. Det handler om to ting, som jeg brænder meget for. Det ene er at give en bedre verden videre og sørge for, at vi får noget fart på den grønne omstilling og passer på vores klima, miljø og natur. Det andet er at sørge for, at vi har et stærkt folkestyre i Danmark, og at vi har et stærkt lokaldemokrati, hvor vores kommunalpolitikere er frie til at kunne gøre noget ved det, som de brænder for, og ikke hele tiden løber panden imod nogle mure og regler, der gør, at det ikke rigtig kan blive til noget. Derfor har jeg lavet det her forslag, som handler om at sætte kommunerne fri til at gå foran på den grønne omstilling. Og jeg glæder mig rigtig meget til den her debat. Jeg tænker jo også, det er mulighed for, at regeringen faktisk kan sætte noget handling bag de ord, der står i regeringsgrundlaget, om frihed, og derfor glæder jeg mig selvfølgelig til at se, hvad vi kan samles om, og til at prøve at se, om ikke vi kan gøre noget ved det her, for det er bare sjovere at være lokalpolitiker, hvis man rent faktisk også kan gøre noget ved det, som man brænder for.",64.0,14:16:37,4691,4627,1:17:07,1:18:11,40
Søren Gade,"Tak til ordføreren for forslagsstillerne, fru Lotte Rod fra Radikale Venstre. Forhandlingen er åbnet, og den første, der får ordet, er miljøministeren.",14.0,14:17:41,4705,4691,1:18:11,1:18:25,40
